train episode:0, reward = 0.9794731736671791, state count = 5, state = [39, 68, 104, 133, 176]
train episode:39, reward = 0.8615901972909089, state count = 5, state = [9, 32, 97, 109, 160]
train episode:40, reward = 0.9776430841813035, state count = 5, state = [14, 32, 68, 99, 181]
train episode:41, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:42, reward = 0.924797084673482, state count = 5, state = [8, 97, 98, 133, 174]
train episode:43, reward = 0.8926848891283392, state count = 5, state = [32, 50, 97, 98, 133]
train episode:44, reward = 0.7414599938355093, state count = 5, state = [11, 32, 97, 119, 135]
train episode:45, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:46, reward = 0.9201202248665427, state count = 5, state = [32, 97, 133, 148, 171]
train episode:47, reward = 0.9406503527654513, state count = 5, state = [2, 94, 145, 169, 183]
train episode:48, reward = 0.8686965890657572, state count = 5, state = [32, 88, 97, 110, 133]
evaluate episode:4.9, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:49, reward = 0.8007995936286022, state count = 5, state = [32, 82, 98, 133, 150]
train episode:50, reward = 0.8904487028153559, state count = 5, state = [7, 32, 97, 101, 133]
train episode:51, reward = 0.938010132684332, state count = 5, state = [27, 32, 34, 98, 133]
train episode:52, reward = 0.9205296232597379, state count = 5, state = [32, 97, 133, 144, 174]
train episode:53, reward = 0.9087381144040678, state count = 5, state = [28, 32, 97, 98, 133]
train episode:54, reward = 0.8817076420238512, state count = 5, state = [32, 97, 98, 133, 145]
train episode:55, reward = 0.8918706391324788, state count = 5, state = [20, 32, 34, 97, 133]
train episode:56, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:57, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:58, reward = 0.9036691801895689, state count = 5, state = [32, 97, 98, 133, 170]
evaluate episode:5.9, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:59, reward = 0.9951215339055892, state count = 5, state = [32, 47, 97, 133, 174]
train episode:60, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:61, reward = 0.8922796218910827, state count = 5, state = [32, 42, 97, 98, 133]
train episode:62, reward = 0.9282548529578859, state count = 5, state = [32, 97, 133, 152, 172]
train episode:63, reward = 0.9323170026388011, state count = 5, state = [32, 97, 133, 173, 174]
train episode:64, reward = 0.9121954502605634, state count = 5, state = [1, 32, 97, 133, 152]
train episode:65, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:66, reward = 0.9491857063415157, state count = 5, state = [32, 97, 120, 133, 181]
train episode:67, reward = 0.9900418805169615, state count = 5, state = [32, 33, 97, 133, 161]
train episode:68, reward = 0.9229744413442862, state count = 5, state = [32, 44, 97, 98, 133]
evaluate episode:6.9, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:69, reward = 0.9971544665067205, state count = 5, state = [17, 32, 97, 98, 133]
train episode:70, reward = 0.9705280161393178, state count = 5, state = [4, 32, 67, 97, 109]
train episode:71, reward = 0.8902450385069075, state count = 5, state = [32, 97, 98, 133, 139]
train episode:72, reward = 0.925812940956814, state count = 5, state = [32, 97, 98, 133, 165]
train episode:73, reward = 0.9189040226341667, state count = 5, state = [32, 35, 97, 99, 133]
train episode:74, reward = 0.8717487063856151, state count = 5, state = [32, 97, 100, 133, 144]
train episode:75, reward = 0.9138243608488807, state count = 5, state = [32, 97, 98, 133, 173]
train episode:76, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:77, reward = 0.9237808480215239, state count = 5, state = [30, 32, 75, 97, 146]
train episode:78, reward = 0.867078417803549, state count = 5, state = [15, 32, 97, 109, 133]
evaluate episode:7.9, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:79, reward = 0.8902450385069075, state count = 5, state = [8, 32, 97, 98, 133]
train episode:80, reward = 0.8943117332990214, state count = 5, state = [32, 97, 105, 111, 119]
train episode:81, reward = 0, state count = 0, state = []
train episode:82, reward = 0.9119926071453077, state count = 5, state = [5, 32, 97, 133, 143]
train episode:83, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:84, reward = 0.8902450385069075, state count = 5, state = [32, 97, 98, 127, 133]
train episode:85, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:86, reward = 0.9477608790549017, state count = 5, state = [27, 32, 97, 98, 133]
train episode:87, reward = 0.9343511838230383, state count = 5, state = [21, 32, 97, 133, 166]
train episode:88, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
evaluate episode:8.9, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:89, reward = 0.9126015386910128, state count = 5, state = [32, 83, 97, 133, 147]
train episode:90, reward = 0.8723633879630006, state count = 5, state = [32, 42, 97, 109, 133]
train episode:91, reward = 0.8902450385069075, state count = 5, state = [10, 32, 97, 98, 133]
train episode:92, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:93, reward = 0.8928889673920473, state count = 5, state = [32, 39, 97, 98, 133]
train episode:94, reward = 0.8902466859312881, state count = 5, state = [32, 97, 98, 117, 133]
train episode:95, reward = 0.8906519548478762, state count = 5, state = [9, 32, 97, 98, 133]
train episode:96, reward = 0.8910580466369888, state count = 5, state = [15, 32, 97, 98, 133]
train episode:97, reward = 0.8347530621689596, state count = 5, state = [32, 89, 97, 133, 165]
train episode:98, reward = 0.8902450385069075, state count = 5, state = [32, 97, 98, 99, 133]
evaluate episode:9.9, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:99, reward = 0.9416678514351686, state count = 5, state = [32, 97, 98, 133, 162]
train episode:100, reward = 0.9085340210263746, state count = 5, state = [32, 97, 98, 112, 133]
train episode:101, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:102, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:103, reward = 0.9973581324945003, state count = 5, state = [22, 32, 97, 133, 179]
train episode:104, reward = 0.9103641105122502, state count = 5, state = [32, 97, 98, 123, 133]
train episode:105, reward = 0.8628088782168479, state count = 5, state = [31, 32, 97, 98, 133]
train episode:106, reward = 0.9193113529303952, state count = 5, state = [32, 97, 98, 113, 133]
train episode:107, reward = 0.9093478486703169, state count = 5, state = [32, 83, 97, 123, 133]
train episode:108, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
evaluate episode:10.9, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:109, reward = 0.9906516366145224, state count = 5, state = [12, 32, 33, 97, 152]
train episode:110, reward = 0.9317080794897545, state count = 5, state = [32, 97, 98, 133, 167]
train episode:111, reward = 0.8719515444628756, state count = 5, state = [12, 32, 97, 133, 142]
train episode:112, reward = 0.8898385344418669, state count = 5, state = [32, 51, 97, 98, 133]
train episode:113, reward = 0.6660570894179298, state count = 5, state = [32, 106, 123, 133, 138]
train episode:114, reward = 0.9959357805427862, state count = 5, state = [32, 40, 97, 98, 133]
train episode:115, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:116, reward = 0.9308942451284855, state count = 5, state = [32, 97, 98, 133, 134]
train episode:117, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:118, reward = 0.7778523658542295, state count = 5, state = [4, 31, 32, 133, 152]
evaluate episode:11.9, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:119, reward = 0.9014230891783228, state count = 5, state = [32, 97, 98, 133, 147]
train episode:120, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:121, reward = 0.8939031896856523, state count = 5, state = [6, 32, 97, 133, 145]
train episode:122, reward = 0, state count = 0, state = []
train episode:123, reward = 0.8902450385069075, state count = 5, state = [32, 97, 98, 133, 136]
train episode:124, reward = 0.9623979281211781, state count = 5, state = [26, 32, 40, 79, 81]
train episode:125, reward = 0.9087381144040678, state count = 5, state = [28, 32, 97, 98, 133]
train episode:126, reward = 0.9764268785902642, state count = 5, state = [32, 67, 73, 173, 174]
train episode:127, reward = 0.8902450385069075, state count = 5, state = [12, 32, 97, 98, 133]
train episode:128, reward = 0.8719515444628756, state count = 5, state = [32, 97, 128, 133, 142]
evaluate episode:12.9, reward = 0.9290624998215711, state count = 5, state = [32, 97, 98, 119, 133]
train episode:129, reward = 0.9951215339055892, state count = 5, state = [32, 54, 93, 97, 150]
train episode:130, reward = 0.9101637561665479, state count = 5, state = [32, 97, 123, 133, 171]
train episode:131, reward = 0.9290624998215711, state count = 5, state = [32, 97, 98, 119, 133]
train episode:132, reward = 0.9290624998215711, state count = 5, state = [32, 97, 98, 119, 133]
train episode:133, reward = 0.9290624998215711, state count = 5, state = [32, 97, 98, 119, 133]
train episode:134, reward = 0.8993947033677216, state count = 5, state = [32, 107, 113, 133, 140]
train episode:135, reward = 0.8904499379638084, state count = 5, state = [32, 97, 116, 117, 133]
train episode:136, reward = 0.8902450385069075, state count = 5, state = [32, 97, 98, 101, 133]
train episode:137, reward = 0.9087414042148337, state count = 5, state = [3, 32, 97, 98, 133]
train episode:138, reward = 0.9290624998215711, state count = 5, state = [32, 97, 98, 119, 133]
evaluate episode:13.9, reward = 0.9290624998215711, state count = 5, state = [32, 97, 98, 119, 133]
train episode:139, reward = 0.8959344479930962, state count = 5, state = [21, 32, 97, 98, 133]
train episode:140, reward = 0.9290624998215711, state count = 5, state = [32, 97, 98, 119, 133]
train episode:141, reward = 0.9290624998215711, state count = 5, state = [32, 97, 98, 119, 133]
train episode:142, reward = 0.998373155829318, state count = 5, state = [23, 32, 133, 135, 159]
train episode:143, reward = 0.8959344479930962, state count = 5, state = [21, 32, 97, 98, 133]
train episode:144, reward = 0.9290624998215711, state count = 5, state = [32, 97, 98, 119, 133]
train episode:145, reward = 0.8821166130271335, state count = 5, state = [32, 125, 133, 154, 176]
train episode:146, reward = 0.9317080794897545, state count = 5, state = [32, 75, 97, 98, 133]
train episode:147, reward = 0.8355904483174088, state count = 5, state = [32, 97, 98, 133, 148]
train episode:148, reward = 0.8875978030176851, state count = 5, state = [12, 32, 56, 117, 133]
evaluate episode:14.9, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:149, reward = 0.9187036582124744, state count = 5, state = [32, 97, 98, 133, 182]
train episode:150, reward = 0.9967487920315309, state count = 5, state = [23, 32, 90, 97, 133]
train episode:151, reward = 0.951218643980642, state count = 5, state = [32, 61, 107, 133, 161]
train episode:152, reward = 0.8902450385069075, state count = 5, state = [32, 97, 98, 108, 133]
train episode:153, reward = 0.8957311959605759, state count = 5, state = [32, 97, 98, 122, 133]
train episode:154, reward = 0.8995934035717168, state count = 5, state = [12, 32, 64, 97, 133]
train episode:155, reward = 0.9951215339055892, state count = 5, state = [1, 32, 54, 97, 133]
train episode:156, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:157, reward = 0.908129574982311, state count = 5, state = [32, 82, 97, 98, 133]
train episode:158, reward = 0.8926848891283392, state count = 5, state = [32, 50, 97, 98, 133]
evaluate episode:15.9, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:159, reward = 0.9312995174037372, state count = 5, state = [32, 97, 119, 122, 133]
train episode:160, reward = 0.8910580466369888, state count = 5, state = [15, 32, 97, 98, 133]
train episode:161, reward = 0.7412603380917868, state count = 5, state = [32, 72, 133, 140, 151]
train episode:162, reward = 0.8764222612678034, state count = 5, state = [32, 97, 98, 133, 146]
train episode:163, reward = 0.8347530621689596, state count = 5, state = [32, 89, 97, 133, 168]
train episode:164, reward = 0.8957311959605759, state count = 5, state = [32, 97, 122, 133, 138]
train episode:165, reward = 0.8910576326817292, state count = 5, state = [32, 97, 98, 130, 133]
train episode:166, reward = 0.8337363880510983, state count = 5, state = [32, 89, 97, 105, 133]
train episode:167, reward = 0.6670733512598631, state count = 5, state = [32, 52, 70, 123, 133]
train episode:168, reward = 0.9036691801895689, state count = 5, state = [32, 97, 98, 133, 170]
evaluate episode:16.9, reward = 0.9193113529303952, state count = 5, state = [32, 97, 98, 113, 133]
train episode:169, reward = 0.871545040397835, state count = 5, state = [32, 97, 98, 133, 143]
train episode:170, reward = 0.8959344479930962, state count = 5, state = [21, 32, 97, 98, 133]
train episode:171, reward = 0.8902450385069075, state count = 5, state = [32, 97, 98, 133, 135]
train episode:172, reward = 0.9292694589787803, state count = 5, state = [32, 97, 98, 133, 174]
train episode:173, reward = 0.9971544665067205, state count = 5, state = [17, 32, 72, 97, 133]
train episode:174, reward = 0.889838946717795, state count = 5, state = [5, 32, 97, 98, 133]
train episode:175, reward = 0.9189040226341667, state count = 5, state = [32, 35, 97, 98, 133]
train episode:176, reward = 0.8902450385069075, state count = 5, state = [32, 97, 98, 128, 133]
train episode:177, reward = 0.962194669371331, state count = 5, state = [16, 32, 97, 98, 133]
train episode:178, reward = 0.9317080794897545, state count = 5, state = [32, 72, 97, 133, 167]
evaluate episode:17.9, reward = 0.9036691801895689, state count = 5, state = [32, 97, 98, 133, 170]
train episode:179, reward = 0.9367836034017751, state count = 5, state = [32, 97, 98, 120, 133]
train episode:180, reward = 0.9036691801895689, state count = 5, state = [32, 97, 98, 133, 170]
train episode:181, reward = 0.9288621337205469, state count = 5, state = [32, 97, 133, 156, 165]
train episode:182, reward = 0.8902450385069075, state count = 5, state = [32, 53, 97, 98, 133]
train episode:183, reward = 0.9148414539599967, state count = 5, state = [32, 97, 98, 133, 178]
train episode:184, reward = 0.8922796218910827, state count = 5, state = [32, 42, 97, 98, 133]
train episode:185, reward = 0.8776367925651553, state count = 5, state = [20, 32, 45, 97, 133]
train episode:186, reward = 0.9036691801895689, state count = 5, state = [32, 97, 98, 133, 170]
train episode:187, reward = 0.8977653653894911, state count = 5, state = [32, 97, 98, 133, 160]
train episode:188, reward = 0.8904499379638084, state count = 5, state = [32, 97, 103, 116, 133]
evaluate episode:18.9, reward = 0.9193113529303952, state count = 5, state = [32, 97, 98, 113, 133]
train episode:189, reward = 0.9193113529303952, state count = 5, state = [32, 97, 98, 113, 133]
train episode:190, reward = 0.9973581324945003, state count = 5, state = [25, 32, 97, 98, 133]
train episode:191, reward = 0.9414645994026483, state count = 5, state = [32, 97, 98, 133, 163]
train episode:192, reward = 0.9272402435783281, state count = 5, state = [32, 97, 127, 133, 179]
train episode:193, reward = 0.8922796218910827, state count = 5, state = [32, 42, 97, 106, 133]
train episode:194, reward = 0.8951230872873953, state count = 5, state = [32, 97, 98, 132, 133]
train episode:195, reward = 0.9544731535151989, state count = 5, state = [32, 65, 97, 133, 149]
train episode:196, reward = 0.9215496056610137, state count = 5, state = [32, 97, 122, 133, 168]
train episode:197, reward = 0.852649574798256, state count = 5, state = [1, 14, 32, 110, 133]
train episode:198, reward = 0.8959344479930962, state count = 5, state = [21, 32, 97, 98, 133]
evaluate episode:19.9, reward = 0.9290624998215711, state count = 5, state = [32, 97, 98, 119, 133]
train episode:199, reward = 0.9416678514351686, state count = 5, state = [32, 97, 98, 133, 162]
train episode:200, reward = 0.9930914889152855, state count = 5, state = [32, 40, 123, 133, 170]
train episode:201, reward = 0.9052848761168774, state count = 5, state = [32, 42, 97, 133, 183]
train episode:202, reward = 0.8910568047712097, state count = 5, state = [32, 93, 97, 98, 133]
train episode:203, reward = 0.8902450385069075, state count = 5, state = [32, 71, 97, 98, 133]
train episode:204, reward = 0.843091773562006, state count = 5, state = [32, 60, 102, 133, 156]
train episode:205, reward = 0.9416678514351686, state count = 5, state = [32, 97, 127, 133, 162]
train episode:206, reward = 0.9119909597209273, state count = 5, state = [32, 97, 101, 125, 133]
train episode:207, reward = 0.9290624998215711, state count = 5, state = [32, 97, 98, 119, 133]
train episode:208, reward = 0.9290624998215711, state count = 5, state = [32, 97, 98, 119, 133]
evaluate episode:20.9, reward = 0.9290624998215711, state count = 5, state = [32, 97, 98, 119, 133]
train episode:209, reward = 0.949795043445822, state count = 5, state = [32, 48, 97, 98, 133]
train episode:210, reward = 0.9611792404779121, state count = 5, state = [32, 65, 97, 126, 133]
train episode:211, reward = 0.916260903186898, state count = 5, state = [32, 37, 80, 97, 133]
train episode:212, reward = 0.986178432719373, state count = 5, state = [32, 68, 77, 133, 138]
train episode:213, reward = 0.8920738928443308, state count = 5, state = [32, 86, 97, 98, 133]
train episode:214, reward = 0.9353699327551931, state count = 5, state = [32, 44, 92, 97, 133]
train episode:215, reward = 0.9308930015833748, state count = 5, state = [32, 97, 112, 133, 182]
train episode:216, reward = 0.9290624998215711, state count = 5, state = [32, 97, 98, 119, 133]
train episode:217, reward = 0.9290624998215711, state count = 5, state = [32, 97, 98, 119, 133]
train episode:218, reward = 0.938822312903894, state count = 5, state = [32, 59, 97, 119, 133]
evaluate episode:21.9, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:219, reward = 0.9975617968029488, state count = 5, state = [32, 36, 40, 97, 133]
train episode:220, reward = 0.9164658060024621, state count = 5, state = [32, 97, 98, 133, 180]
train episode:221, reward = 0.8910568047712097, state count = 5, state = [32, 93, 97, 98, 133]
train episode:222, reward = 0.9317080794897545, state count = 5, state = [32, 97, 98, 133, 167]
train episode:223, reward = 0.9052844671996126, state count = 5, state = [32, 96, 97, 133, 183]
train episode:224, reward = 0.9963418723318987, state count = 5, state = [13, 32, 40, 97, 133]
train episode:225, reward = 0.9853645966787722, state count = 5, state = [32, 68, 97, 98, 133]
train episode:226, reward = 0.9073194611803839, state count = 5, state = [2, 32, 97, 98, 133]
train episode:227, reward = 0.9713373003513934, state count = 5, state = [5, 32, 38, 97, 133]
train episode:228, reward = 0.8000019135984522, state count = 5, state = [32, 57, 64, 133, 176]
evaluate episode:22.9, reward = 0.9036691801895689, state count = 5, state = [32, 97, 98, 133, 170]
train episode:229, reward = 0.9310995686166361, state count = 5, state = [19, 32, 97, 133, 170]
train episode:230, reward = 0.9024426475483487, state count = 5, state = [6, 32, 97, 99, 133]
train episode:231, reward = 0.8961343900628705, state count = 5, state = [32, 43, 97, 98, 133]
train episode:232, reward = 0.867078417803549, state count = 5, state = [32, 97, 98, 111, 133]
train episode:233, reward = 0.8902450385069075, state count = 5, state = [10, 32, 97, 98, 133]
train episode:234, reward = 0.9036691801895689, state count = 5, state = [32, 97, 98, 133, 170]
train episode:235, reward = 0.9073194611803839, state count = 5, state = [2, 32, 97, 98, 133]
train episode:236, reward = 0.9414645994026483, state count = 5, state = [32, 97, 98, 133, 163]
train episode:237, reward = 0.8902450385069075, state count = 5, state = [32, 97, 98, 104, 133]
train episode:238, reward = 0.8916673887792902, state count = 5, state = [32, 84, 97, 98, 133]
evaluate episode:23.9, reward = 0.962194669371331, state count = 5, state = [16, 32, 97, 98, 133]
train episode:239, reward = 0.9380089008945431, state count = 5, state = [32, 108, 121, 126, 164]
train episode:240, reward = 0.8902450385069075, state count = 5, state = [32, 71, 97, 98, 133]
train episode:241, reward = 0.9977642276422765, state count = 5, state = [23, 32, 97, 98, 133]
train episode:242, reward = 0.8869958986354053, state count = 5, state = [32, 60, 97, 110, 133]
train episode:243, reward = 0.8920718365026856, state count = 5, state = [32, 97, 105, 133, 154]
train episode:244, reward = 0.693496509290785, state count = 2, state = [32, 155]
train episode:245, reward = 0.99532395802759, state count = 5, state = [32, 37, 54, 76, 133]
train episode:246, reward = 0.9121954502605634, state count = 5, state = [32, 97, 98, 133, 152]
train episode:247, reward = 0.9121954502605634, state count = 5, state = [32, 97, 98, 133, 152]
train episode:248, reward = 0.8140027319031944, state count = 5, state = [14, 32, 63, 133, 180]
evaluate episode:24.9, reward = 0.9075297219036809, state count = 5, state = [32, 97, 133, 152, 160]
train episode:249, reward = 0.903251124001885, state count = 5, state = [32, 56, 84, 112, 133]
train episode:250, reward = 0.9132154326618391, state count = 5, state = [32, 90, 97, 133, 176]
train episode:251, reward = 0.9373950186790383, state count = 5, state = [32, 64, 97, 120, 133]
train episode:252, reward = 0.9121954502605634, state count = 5, state = [32, 97, 99, 133, 152]
train episode:253, reward = 0.9215479464813114, state count = 5, state = [29, 32, 97, 133, 140]
train episode:254, reward = 0.9420743555002092, state count = 5, state = [32, 97, 133, 152, 162]
train episode:255, reward = 0.8642246287157187, state count = 5, state = [32, 57, 97, 133, 152]
train episode:256, reward = 0.9075297219036809, state count = 5, state = [32, 97, 133, 152, 160]
train episode:257, reward = 0.8953155932764799, state count = 5, state = [32, 74, 97, 133, 152]
train episode:258, reward = 0.8991935026388514, state count = 5, state = [32, 97, 133, 152, 156]
evaluate episode:25.9, reward = 0.9075297219036809, state count = 5, state = [32, 97, 133, 152, 160]
train episode:259, reward = 0.944307652523033, state count = 5, state = [32, 66, 96, 97, 133]
train episode:260, reward = 0.9042686125956123, state count = 5, state = [32, 46, 97, 133, 152]
train episode:261, reward = 0.9119917842727834, state count = 5, state = [32, 52, 97, 133, 152]
train episode:262, reward = 0.9040653572044286, state count = 5, state = [32, 46, 78, 97, 133]
train episode:263, reward = 0.9170780458315813, state count = 5, state = [32, 97, 133, 153, 172]
train episode:264, reward = 0.9107747457332298, state count = 5, state = [32, 69, 97, 133, 152]
train episode:265, reward = 0.8668751657710286, state count = 5, state = [2, 32, 97, 111, 133]
train episode:266, reward = 0.9075297219036809, state count = 5, state = [32, 97, 133, 152, 160]
train episode:267, reward = 0.9034547765550116, state count = 5, state = [32, 97, 127, 133, 159]
train episode:268, reward = 0.9416674391592406, state count = 5, state = [32, 97, 133, 140, 163]
evaluate episode:26.9, reward = 0.9660548105648369, state count = 5, state = [16, 32, 97, 133, 152]
train episode:269, reward = 0.8908539666939491, state count = 5, state = [32, 52, 97, 133, 139]
train episode:270, reward = 0.8530441127853935, state count = 5, state = [32, 66, 88, 133, 172]
train episode:271, reward = 0.9821150378140151, state count = 5, state = [32, 77, 133, 134, 162]
train episode:272, reward = 0.9148414539599967, state count = 5, state = [32, 53, 97, 133, 178]
train episode:273, reward = 0.9499941660017353, state count = 5, state = [32, 62, 97, 133, 149]
train episode:274, reward = 0.8337363880510983, state count = 5, state = [32, 87, 97, 106, 133]
train episode:275, reward = 0.9640260040816493, state count = 5, state = [32, 46, 97, 133, 163]
train episode:276, reward = 0.9660548105648369, state count = 5, state = [16, 32, 97, 133, 152]
train episode:277, reward = 0.9447141565880737, state count = 5, state = [32, 66, 97, 133, 178]
train episode:278, reward = 0.9294743718703344, state count = 5, state = [32, 58, 97, 133, 152]
evaluate episode:27.9, reward = 0.9420743555002092, state count = 5, state = [32, 97, 133, 152, 163]
train episode:279, reward = 0.9973581324945003, state count = 5, state = [25, 32, 97, 133, 152]
train episode:280, reward = 0.897969857608459, state count = 5, state = [32, 77, 95, 97, 133]
train episode:281, reward = 0.8337363880510983, state count = 5, state = [32, 70, 88, 97, 133]
train episode:282, reward = 0.7030893455842595, state count = 5, state = [32, 52, 69, 102, 133]
train episode:283, reward = 0.9420743555002092, state count = 5, state = [32, 97, 133, 152, 163]
train episode:284, reward = 0.9121954502605634, state count = 5, state = [32, 97, 100, 133, 152]
train episode:285, reward = 0.8910568047712097, state count = 5, state = [32, 93, 97, 102, 133]
train episode:286, reward = 0.6465419915711654, state count = 2, state = [32, 133]
train episode:287, reward = 0.7867950463678591, state count = 5, state = [6, 31, 32, 38, 133]
train episode:288, reward = 0.9036534985903186, state count = 5, state = [32, 91, 97, 133, 152]
evaluate episode:28.9, reward = 0.9420743555002092, state count = 5, state = [32, 97, 133, 152, 163]
train episode:289, reward = 0.9121954502605634, state count = 5, state = [32, 97, 128, 133, 152]
train episode:290, reward = 0.9012408665767955, state count = 5, state = [32, 97, 130, 133, 152]
train episode:291, reward = 0.9420743555002092, state count = 5, state = [32, 97, 133, 152, 163]
train episode:292, reward = 0.9420743555002092, state count = 5, state = [32, 97, 133, 152, 163]
train episode:293, reward = 0.9028479164649369, state count = 5, state = [32, 97, 133, 144, 152]
