train episode:0, reward = 0.5577889447236181, state count = 6, state = [56, 61, 98, 102, 137, 141]
train episode:22, reward = 0.5603015075376885, state count = 6, state = [56, 98, 133, 137, 160, 180]
train episode:23, reward = 0.7386934673366834, state count = 6, state = [28, 56, 58, 100, 137, 149]
train episode:24, reward = 0.9698492462311558, state count = 6, state = [47, 56, 65, 69, 137, 180]
train episode:25, reward = 0.9874371859296482, state count = 6, state = [8, 47, 56, 103, 137, 181]
train episode:26, reward = 0.7839195979899497, state count = 6, state = [32, 56, 71, 99, 121, 168]
train episode:27, reward = 0.9874371859296482, state count = 6, state = [20, 47, 56, 94, 137, 180]
train episode:28, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
evaluate episode:2.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:29, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:30, reward = 0.907035175879397, state count = 6, state = [17, 47, 56, 115, 137, 180]
train episode:31, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:32, reward = 0.9899497487437185, state count = 6, state = [14, 47, 56, 137, 164, 180]
train episode:33, reward = 0.9723618090452262, state count = 6, state = [28, 47, 56, 65, 180, 182]
train episode:34, reward = 0.9698492462311558, state count = 6, state = [42, 47, 56, 68, 129, 137]
train episode:35, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 138, 178, 180]
train episode:36, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 130, 137, 180]
train episode:37, reward = 0.9321608040201005, state count = 6, state = [18, 28, 47, 56, 137, 180]
train episode:38, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
evaluate episode:3.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:39, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 147, 181]
train episode:40, reward = 0.9698492462311558, state count = 6, state = [1, 28, 47, 56, 137, 180]
train episode:41, reward = 0.9045226130653267, state count = 6, state = [3, 47, 56, 88, 130, 137]
train episode:42, reward = 0.9874371859296482, state count = 6, state = [41, 44, 47, 56, 108, 137]
train episode:43, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:44, reward = 0.9120603015075377, state count = 6, state = [28, 47, 56, 91, 137, 180]
train episode:45, reward = 0.9849246231155779, state count = 6, state = [47, 56, 74, 102, 120, 137]
train episode:46, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:47, reward = 0.9698492462311558, state count = 6, state = [5, 28, 47, 56, 137, 180]
train episode:48, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 105, 137, 180]
evaluate episode:4.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:49, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 94, 137, 180]
train episode:50, reward = 0.9698492462311558, state count = 6, state = [1, 28, 47, 56, 137, 180]
train episode:51, reward = 0.9748743718592965, state count = 6, state = [28, 47, 55, 56, 137, 180]
train episode:52, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 107, 137, 180]
train episode:53, reward = 0.9120603015075377, state count = 6, state = [28, 47, 56, 91, 137, 180]
train episode:54, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 136, 137, 180]
train episode:55, reward = 0.9723618090452262, state count = 6, state = [28, 47, 56, 119, 137, 180]
train episode:56, reward = 0.9195979899497487, state count = 6, state = [28, 47, 56, 61, 137, 180]
train episode:57, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:58, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 84, 137, 180]
evaluate episode:5.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:59, reward = 0.9698492462311558, state count = 6, state = [28, 43, 47, 56, 74, 137]
train episode:60, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:61, reward = 0.9698492462311558, state count = 6, state = [10, 28, 47, 56, 137, 180]
train episode:62, reward = 0.9874371859296482, state count = 6, state = [47, 56, 101, 125, 137, 180]
train episode:63, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 124, 137, 142]
train episode:64, reward = 0.9120603015075377, state count = 6, state = [28, 47, 56, 91, 136, 137]
train episode:65, reward = 0.9195979899497487, state count = 6, state = [28, 47, 56, 62, 137, 166]
train episode:66, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 111, 137, 180]
train episode:67, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 73, 137, 180]
train episode:68, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 129, 137, 180]
evaluate episode:6.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:69, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:70, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:71, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 165, 180]
train episode:72, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:73, reward = 0.9748743718592965, state count = 6, state = [10, 28, 47, 56, 64, 137]
train episode:74, reward = 0.9547738693467337, state count = 6, state = [27, 30, 47, 52, 56, 137]
train episode:75, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 86, 137, 180]
train episode:76, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 112, 137, 180]
train episode:77, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 135, 137, 177]
train episode:78, reward = 1.0, state count = 6, state = [23, 47, 56, 73, 137, 141]
evaluate episode:7.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:79, reward = 0.9396984924623115, state count = 6, state = [28, 44, 47, 56, 137, 180]
train episode:80, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:81, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:82, reward = 0.9698492462311558, state count = 6, state = [21, 28, 47, 56, 60, 137]
train episode:83, reward = 0.9698492462311558, state count = 6, state = [19, 28, 47, 48, 56, 137]
train episode:84, reward = 0.9623115577889447, state count = 6, state = [28, 47, 56, 58, 137, 180]
train episode:85, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 77, 94, 137]
train episode:86, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 86, 137, 181]
train episode:87, reward = 0.9698492462311558, state count = 6, state = [28, 47, 53, 56, 137, 171]
train episode:88, reward = 0.9698492462311558, state count = 6, state = [28, 43, 47, 50, 56, 137]
evaluate episode:8.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:89, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 85, 137, 169]
train episode:90, reward = 0.9773869346733668, state count = 6, state = [47, 56, 57, 63, 137, 163]
train episode:91, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:92, reward = 0.9748743718592965, state count = 6, state = [28, 47, 56, 137, 164, 180]
train episode:93, reward = 0.5552763819095478, state count = 6, state = [56, 103, 127, 129, 137, 182]
train episode:94, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 108, 137, 180]
train episode:95, reward = 0.9673366834170855, state count = 6, state = [3, 28, 47, 56, 137, 180]
train episode:96, reward = 0.914572864321608, state count = 6, state = [28, 33, 44, 47, 56, 137]
train episode:97, reward = 0.9874371859296482, state count = 6, state = [47, 56, 69, 98, 137, 179]
train episode:98, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
evaluate episode:9.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:99, reward = 0.914572864321608, state count = 6, state = [28, 33, 47, 56, 92, 137]
train episode:100, reward = 0.9698492462311558, state count = 6, state = [7, 28, 47, 56, 139, 152]
train episode:101, reward = 0.992462311557789, state count = 6, state = [47, 55, 56, 73, 137, 174]
train episode:102, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:103, reward = 0.9698492462311558, state count = 6, state = [20, 28, 47, 56, 137, 174]
train episode:104, reward = 0.8492462311557789, state count = 6, state = [24, 56, 104, 113, 118, 137]
train episode:105, reward = 0.8341708542713567, state count = 6, state = [2, 47, 49, 56, 92, 137]
train episode:106, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 141, 180]
train episode:107, reward = 0.7864321608040201, state count = 6, state = [28, 47, 56, 114, 137, 169]
train episode:108, reward = 0.864321608040201, state count = 6, state = [47, 56, 111, 122, 137, 179]
evaluate episode:10.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:109, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:110, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 108, 137, 180]
train episode:111, reward = 0.9120603015075377, state count = 6, state = [28, 47, 56, 88, 137, 180]
train episode:112, reward = 0.9849246231155779, state count = 6, state = [14, 47, 56, 101, 137, 177]
train episode:113, reward = 0.9673366834170855, state count = 6, state = [28, 32, 47, 56, 76, 137]
train episode:114, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 152, 180]
train episode:115, reward = 0.9597989949748744, state count = 6, state = [18, 44, 56, 108, 137, 183]
train episode:116, reward = 0.9748743718592965, state count = 6, state = [28, 47, 56, 137, 162, 180]
train episode:117, reward = 0.9623115577889447, state count = 6, state = [28, 47, 49, 56, 118, 137]
train episode:118, reward = 0.9698492462311558, state count = 6, state = [19, 28, 47, 56, 74, 139]
evaluate episode:11.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:119, reward = 0.9623115577889447, state count = 6, state = [28, 31, 33, 47, 56, 137]
train episode:120, reward = 0.6331658291457286, state count = 6, state = [1, 28, 56, 63, 79, 137]
train episode:121, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 125, 137, 143]
train episode:122, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:123, reward = 0.9296482412060302, state count = 6, state = [47, 56, 75, 87, 137, 174]
train episode:124, reward = 0.9698492462311558, state count = 6, state = [19, 28, 47, 56, 137, 144]
train episode:125, reward = 0.9698492462311558, state count = 6, state = [24, 28, 47, 56, 137, 180]
train episode:126, reward = 0.9698492462311558, state count = 6, state = [4, 28, 47, 56, 118, 137]
train episode:127, reward = 0.9748743718592965, state count = 6, state = [28, 47, 56, 117, 137, 164]
train episode:128, reward = 0.9698492462311558, state count = 6, state = [28, 34, 47, 56, 137, 180]
evaluate episode:12.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:129, reward = 0.9698492462311558, state count = 6, state = [8, 47, 56, 120, 137, 183]
train episode:130, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 143, 167]
train episode:131, reward = 0.9547738693467337, state count = 6, state = [11, 28, 45, 47, 56, 137]
train episode:132, reward = 0.9874371859296482, state count = 6, state = [20, 47, 56, 137, 142, 158]
train episode:133, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 86, 137, 180]
train episode:134, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 135, 137, 180]
train episode:135, reward = 0.9748743718592965, state count = 6, state = [28, 47, 56, 137, 168, 180]
train episode:136, reward = 0.8668341708542714, state count = 6, state = [28, 47, 56, 96, 97, 137]
train episode:137, reward = 0.9547738693467337, state count = 6, state = [28, 45, 47, 56, 137, 180]
train episode:138, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 72, 106, 137]
evaluate episode:13.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:139, reward = 0.7763819095477387, state count = 6, state = [28, 56, 67, 68, 137, 170]
train episode:140, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 175, 180]
train episode:141, reward = 0.964824120603015, state count = 6, state = [47, 56, 79, 126, 136, 137]
train episode:142, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 113, 137, 180]
train episode:143, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 154, 180]
train episode:144, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 96, 137, 180]
train episode:145, reward = 0.8618090452261307, state count = 6, state = [28, 47, 56, 97, 107, 137]
train episode:146, reward = 0.9120603015075377, state count = 6, state = [28, 47, 56, 88, 101, 137]
train episode:147, reward = 0.9748743718592965, state count = 6, state = [28, 40, 47, 56, 137, 180]
train episode:148, reward = 0.9874371859296482, state count = 6, state = [1, 47, 56, 99, 137, 142]
evaluate episode:14.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:149, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:150, reward = 0.9698492462311558, state count = 6, state = [47, 56, 84, 137, 160, 173]
train episode:151, reward = 0.9698492462311558, state count = 6, state = [24, 28, 47, 56, 137, 180]
train episode:152, reward = 0.5804020100502513, state count = 2, state = [25, 56]
train episode:153, reward = 0.9748743718592965, state count = 6, state = [41, 47, 56, 74, 80, 137]
train episode:154, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 118, 137, 147]
train episode:155, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 95, 137, 144]
train episode:156, reward = 0.8894472361809045, state count = 6, state = [10, 16, 17, 47, 56, 137]
train episode:157, reward = 0.8291457286432161, state count = 6, state = [44, 47, 56, 113, 137, 145]
train episode:158, reward = 0.9246231155778895, state count = 6, state = [16, 43, 47, 56, 137, 161]
evaluate episode:15.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:159, reward = 0.9698492462311558, state count = 6, state = [47, 54, 56, 122, 137, 182]
train episode:160, reward = 0.5628140703517588, state count = 3, state = [39, 56, 137]
train episode:161, reward = 0.9698492462311558, state count = 6, state = [28, 47, 48, 56, 137, 183]
train episode:162, reward = 0.9698492462311558, state count = 6, state = [20, 34, 47, 56, 110, 137]
train episode:163, reward = 0.9120603015075377, state count = 6, state = [28, 47, 56, 88, 127, 137]
train episode:164, reward = 0.9120603015075377, state count = 6, state = [28, 47, 56, 91, 110, 137]
train episode:165, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:166, reward = 0.9623115577889447, state count = 6, state = [28, 47, 49, 56, 137, 180]
train episode:167, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 139, 180]
train episode:168, reward = 0.9547738693467337, state count = 6, state = [28, 45, 47, 56, 61, 137]
evaluate episode:16.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:169, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 82, 83, 137]
train episode:170, reward = 0.8115577889447236, state count = 6, state = [24, 47, 56, 67, 112, 137]
train episode:171, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:172, reward = 0.907035175879397, state count = 6, state = [20, 49, 56, 80, 109, 137]
train episode:173, reward = 0.992462311557789, state count = 6, state = [47, 56, 101, 137, 138, 168]
train episode:174, reward = 0.8090452261306532, state count = 6, state = [47, 48, 56, 68, 135, 137]
train episode:175, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:176, reward = 0.5628140703517588, state count = 6, state = [11, 56, 108, 118, 137, 162]
train episode:177, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 138, 156]
train episode:178, reward = 0.9874371859296482, state count = 6, state = [47, 56, 94, 115, 137, 176]
evaluate episode:17.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:179, reward = 0.864321608040201, state count = 6, state = [28, 47, 56, 90, 135, 137]
train episode:180, reward = 0.5251256281407035, state count = 6, state = [29, 39, 56, 71, 105, 127]
train episode:181, reward = 0.9698492462311558, state count = 6, state = [28, 47, 50, 56, 137, 180]
train episode:182, reward = 0.9698492462311558, state count = 6, state = [17, 26, 47, 56, 137, 145]
train episode:183, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:184, reward = 0.7537688442211056, state count = 6, state = [3, 56, 61, 124, 151, 182]
train episode:185, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 116, 137, 180]
train episode:186, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:187, reward = 0.9748743718592965, state count = 6, state = [26, 47, 56, 137, 142, 183]
train episode:188, reward = 0.8668341708542714, state count = 6, state = [47, 56, 90, 105, 137, 166]
evaluate episode:18.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:189, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 81, 137, 180]
train episode:190, reward = 0.9974874371859297, state count = 6, state = [23, 47, 56, 68, 137, 180]
train episode:191, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 78, 137, 180]
train episode:192, reward = 0.9748743718592965, state count = 6, state = [7, 26, 47, 56, 137, 180]
train episode:193, reward = 0.9698492462311558, state count = 6, state = [12, 28, 47, 56, 137, 180]
train episode:194, reward = 0.9698492462311558, state count = 6, state = [28, 47, 52, 56, 137, 180]
train episode:195, reward = 0.9874371859296482, state count = 6, state = [47, 56, 121, 124, 137, 156]
train episode:196, reward = 0.9723618090452262, state count = 6, state = [28, 35, 47, 56, 66, 137]
train episode:197, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 93, 137, 169]
train episode:198, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 135, 137, 180]
evaluate episode:19.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:199, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:200, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 128, 137, 155]
train episode:201, reward = 0.9748743718592965, state count = 6, state = [28, 40, 47, 56, 75, 137]
train episode:202, reward = 0.550251256281407, state count = 6, state = [44, 56, 116, 133, 137, 161]
train episode:203, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 116, 137, 180]
train episode:204, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:205, reward = 0.9698492462311558, state count = 6, state = [47, 56, 67, 137, 150, 179]
train episode:206, reward = 0.9673366834170855, state count = 6, state = [2, 28, 47, 56, 137, 180]
train episode:207, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 123, 137, 154]
train episode:208, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 128, 137, 180]
evaluate episode:20.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:209, reward = 0.9748743718592965, state count = 6, state = [28, 47, 56, 137, 164, 180]
train episode:210, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:211, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:212, reward = 0.9623115577889447, state count = 6, state = [28, 47, 56, 58, 116, 137]
train episode:213, reward = 0.9698492462311558, state count = 6, state = [5, 28, 47, 56, 137, 180]
train episode:214, reward = 0.9899497487437185, state count = 6, state = [12, 15, 47, 56, 137, 163]
train episode:215, reward = 0.8517587939698492, state count = 6, state = [27, 44, 56, 79, 137, 167]
train episode:216, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 141, 180]
train episode:217, reward = 0.9623115577889447, state count = 6, state = [28, 47, 49, 56, 137, 180]
train episode:218, reward = 0.9698492462311558, state count = 6, state = [28, 39, 47, 56, 137, 180]
evaluate episode:21.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:219, reward = 0.9748743718592965, state count = 6, state = [28, 47, 55, 56, 107, 137]
train episode:220, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:221, reward = 0.9120603015075377, state count = 6, state = [28, 47, 56, 89, 137, 172]
train episode:222, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 108, 137, 180]
train episode:223, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 159, 180]
train episode:224, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 82, 137, 180]
train episode:225, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 122, 129, 137]
train episode:226, reward = 0.6683417085427136, state count = 6, state = [18, 28, 30, 56, 137, 159]
train episode:227, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 133, 137, 180]
train episode:228, reward = 0.5552763819095478, state count = 6, state = [35, 49, 56, 89, 137, 145]
evaluate episode:22.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:229, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:230, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 98, 137, 154]
train episode:231, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 93, 96, 137]
train episode:232, reward = 0.6582914572864321, state count = 6, state = [28, 56, 72, 129, 137, 161]
train episode:233, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 110, 137, 180]
train episode:234, reward = 0.9698492462311558, state count = 6, state = [28, 32, 47, 56, 137, 178]
train episode:235, reward = 0.5753768844221105, state count = 6, state = [28, 56, 93, 107, 126, 137]
train episode:236, reward = 0.9698492462311558, state count = 6, state = [7, 28, 47, 56, 137, 180]
train episode:237, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 93, 137, 180]
train episode:238, reward = 0.6658291457286433, state count = 6, state = [12, 28, 56, 137, 140, 163]
evaluate episode:23.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:239, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 176, 180]
train episode:240, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:241, reward = 0.6532663316582915, state count = 6, state = [28, 56, 71, 77, 105, 137]
train episode:242, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:243, reward = 0.9698492462311558, state count = 6, state = [12, 28, 47, 56, 137, 180]
train episode:244, reward = 0.9698492462311558, state count = 6, state = [28, 39, 47, 56, 137, 165]
train episode:245, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 92, 129, 137]
train episode:246, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:247, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 147, 161]
train episode:248, reward = 0.9698492462311558, state count = 6, state = [5, 28, 47, 56, 71, 137]
evaluate episode:24.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:249, reward = 0.7261306532663316, state count = 6, state = [28, 56, 65, 81, 116, 137]
train episode:250, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 151, 180]
train episode:251, reward = 0.6633165829145728, state count = 6, state = [8, 28, 34, 56, 103, 137]
train episode:252, reward = 0.9698492462311558, state count = 6, state = [9, 28, 47, 56, 137, 180]
train episode:253, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:254, reward = 0.9698492462311558, state count = 6, state = [28, 47, 48, 56, 137, 180]
train episode:255, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:256, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 95, 137, 180]
train episode:257, reward = 0.9698492462311558, state count = 6, state = [28, 47, 48, 56, 137, 180]
train episode:258, reward = 0.9673366834170855, state count = 6, state = [2, 28, 47, 56, 137, 180]
evaluate episode:25.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:259, reward = 0.7638190954773869, state count = 6, state = [20, 28, 56, 80, 137, 148]
train episode:260, reward = 0.6733668341708543, state count = 6, state = [28, 49, 56, 72, 137, 147]
train episode:261, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 77, 137, 180]
train episode:262, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 141, 175]
train episode:263, reward = 0.9824120603015075, state count = 6, state = [28, 47, 56, 126, 137, 180]
train episode:264, reward = 0.5251256281407035, state count = 6, state = [28, 56, 65, 92, 95, 137]
train episode:265, reward = 0.9874371859296482, state count = 6, state = [28, 47, 56, 126, 134, 137]
train episode:266, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:267, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:268, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 158, 180]
evaluate episode:26.9, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
train episode:269, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 85, 137, 180]
train episode:270, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 93, 115, 137]
train episode:271, reward = 0.9748743718592965, state count = 6, state = [3, 19, 28, 47, 56, 137]
train episode:272, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 139, 180]
train episode:273, reward = 0.9698492462311558, state count = 6, state = [28, 47, 56, 137, 150, 180]
