train episode:0, reward = 0.723404255319149, state count = 6, state = [32, 64, 115, 126, 137, 170]
train episode:24, reward = 0.973404255319149, state count = 6, state = [17, 34, 66, 70, 71, 155]
train episode:25, reward = 0.6471631205673759, state count = 6, state = [71, 91, 94, 114, 146, 152]
train episode:26, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 162]
train episode:27, reward = 0.6648936170212766, state count = 6, state = [9, 66, 71, 93, 132, 167]
train episode:28, reward = 0.8209219858156028, state count = 6, state = [4, 9, 17, 66, 71, 145]
evaluate episode:2.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 94]
train episode:29, reward = 0.973404255319149, state count = 6, state = [17, 32, 37, 66, 70, 71]
train episode:30, reward = 0.5975177304964538, state count = 1, state = [66]
train episode:31, reward = 0.8209219858156028, state count = 6, state = [9, 17, 55, 66, 70, 71]
train episode:32, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 94]
train episode:33, reward = 0.9716312056737588, state count = 6, state = [4, 9, 17, 66, 71, 111]
train episode:34, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 105]
train episode:35, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 94]
train episode:36, reward = 0.45567375886524825, state count = 6, state = [4, 9, 64, 66, 71, 77]
train episode:37, reward = 0.8209219858156028, state count = 6, state = [9, 15, 17, 66, 71, 122]
train episode:38, reward = 0.8209219858156028, state count = 6, state = [9, 17, 48, 66, 70, 71]
evaluate episode:3.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 94]
train episode:39, reward = 0.8209219858156028, state count = 6, state = [9, 17, 21, 66, 71, 94]
train episode:40, reward = 0.8900709219858156, state count = 6, state = [9, 17, 30, 66, 71, 112]
train episode:41, reward = 0.8687943262411347, state count = 6, state = [9, 17, 66, 67, 71, 91]
train episode:42, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:43, reward = 0.7553191489361702, state count = 6, state = [9, 26, 66, 71, 81, 108]
train episode:44, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 136]
train episode:45, reward = 0.824468085106383, state count = 6, state = [2, 17, 35, 66, 67, 174]
train episode:46, reward = 0.975177304964539, state count = 6, state = [15, 17, 66, 71, 97, 122]
train episode:47, reward = 0.8209219858156028, state count = 6, state = [9, 17, 38, 66, 71, 94]
train episode:48, reward = 0.8670212765957447, state count = 6, state = [9, 17, 58, 66, 70, 71]
evaluate episode:4.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:49, reward = 0.9716312056737588, state count = 6, state = [9, 15, 17, 66, 71, 109]
train episode:50, reward = 0.8936170212765957, state count = 6, state = [9, 17, 66, 71, 89, 173]
train episode:51, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 115]
train episode:52, reward = 0.8209219858156028, state count = 6, state = [4, 9, 17, 66, 71, 145]
train episode:53, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:54, reward = 0.8421985815602837, state count = 6, state = [17, 19, 46, 64, 66, 71]
train episode:55, reward = 0.8209219858156028, state count = 6, state = [17, 26, 66, 71, 163, 176]
train episode:56, reward = 0.975177304964539, state count = 6, state = [9, 17, 66, 70, 71, 80]
train episode:57, reward = 0.9716312056737588, state count = 6, state = [9, 17, 66, 70, 71, 111]
train episode:58, reward = 0.8209219858156028, state count = 6, state = [17, 37, 66, 71, 94, 98]
evaluate episode:5.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:59, reward = 0.8209219858156028, state count = 6, state = [11, 17, 66, 71, 106, 142]
train episode:60, reward = 0.9468085106382979, state count = 6, state = [9, 25, 65, 66, 71, 111]
train episode:61, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 104]
train episode:62, reward = 0.9716312056737588, state count = 6, state = [9, 17, 66, 71, 109, 145]
train episode:63, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 154, 177]
train episode:64, reward = 0.8209219858156028, state count = 6, state = [9, 17, 35, 66, 70, 71]
train episode:65, reward = 0.8209219858156028, state count = 6, state = [9, 12, 17, 66, 70, 71]
train episode:66, reward = 0.8687943262411347, state count = 6, state = [9, 17, 31, 66, 71, 106]
train episode:67, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 100, 180]
train episode:68, reward = 0.774822695035461, state count = 6, state = [3, 10, 66, 71, 144, 154]
evaluate episode:6.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:69, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:70, reward = 0.8209219858156028, state count = 6, state = [4, 9, 17, 66, 71, 82]
train episode:71, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:72, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:73, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 103, 174]
train episode:74, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 143, 145]
train episode:75, reward = 0.9716312056737588, state count = 6, state = [9, 17, 66, 71, 110, 145]
train episode:76, reward = 0.9716312056737588, state count = 6, state = [9, 17, 66, 71, 83, 133]
train episode:77, reward = 0.8634751773049646, state count = 6, state = [9, 22, 58, 66, 71, 128]
train episode:78, reward = 0.6471631205673759, state count = 6, state = [9, 66, 71, 143, 153, 173]
evaluate episode:7.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:79, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:80, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:81, reward = 0.8226950354609929, state count = 6, state = [17, 54, 66, 71, 76, 177]
train episode:82, reward = 0.8209219858156028, state count = 6, state = [17, 37, 66, 71, 159, 181]
train episode:83, reward = 0.8652482269503546, state count = 6, state = [17, 31, 40, 66, 71, 175]
train episode:84, reward = 0.8209219858156028, state count = 6, state = [9, 17, 39, 66, 71, 108]
train episode:85, reward = 0.9716312056737588, state count = 6, state = [17, 66, 71, 119, 120, 129]
train episode:86, reward = 0.9627659574468085, state count = 6, state = [41, 66, 71, 75, 134, 181]
train episode:87, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:88, reward = 0.8209219858156028, state count = 6, state = [9, 17, 39, 66, 71, 145]
evaluate episode:8.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:89, reward = 0.8209219858156028, state count = 6, state = [9, 17, 42, 66, 71, 145]
train episode:90, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:91, reward = 0.8617021276595744, state count = 6, state = [9, 17, 66, 71, 114, 162]
train episode:92, reward = 0.8209219858156028, state count = 6, state = [9, 17, 38, 66, 71, 155]
train episode:93, reward = 0.8191489361702128, state count = 6, state = [1, 9, 17, 37, 57, 154]
train episode:94, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:95, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 178]
train episode:96, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 155]
train episode:97, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 78, 145]
train episode:98, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 149, 160]
evaluate episode:9.9, reward = 0.8209219858156028, state count = 6, state = [9, 15, 17, 66, 71, 145]
train episode:99, reward = 0.8209219858156028, state count = 6, state = [9, 15, 17, 66, 71, 145]
train episode:100, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 94, 145]
train episode:101, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 139, 174]
train episode:102, reward = 0.8209219858156028, state count = 6, state = [9, 17, 21, 66, 71, 76]
train episode:103, reward = 0.8209219858156028, state count = 6, state = [9, 13, 17, 66, 71, 151]
train episode:104, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 121, 126]
train episode:105, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 118, 165]
train episode:106, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 150]
train episode:107, reward = 0.8528368794326241, state count = 6, state = [9, 17, 66, 71, 113, 145]
train episode:108, reward = 0.8829787234042553, state count = 6, state = [17, 28, 66, 71, 157, 173]
evaluate episode:10.9, reward = 0.8209219858156028, state count = 6, state = [9, 15, 17, 66, 71, 145]
train episode:109, reward = 0.8209219858156028, state count = 6, state = [9, 17, 26, 66, 71, 145]
train episode:110, reward = 0.8226950354609929, state count = 6, state = [9, 17, 23, 66, 68, 71]
train episode:111, reward = 0.973404255319149, state count = 6, state = [9, 17, 66, 71, 74, 90]
train episode:112, reward = 0.973404255319149, state count = 6, state = [9, 16, 17, 66, 71, 136]
train episode:113, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 133, 166]
train episode:114, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 166]
train episode:115, reward = 0.8209219858156028, state count = 6, state = [17, 66, 71, 73, 145, 169]
train episode:116, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 173]
train episode:117, reward = 0.8209219858156028, state count = 6, state = [9, 17, 53, 66, 71, 175]
train episode:118, reward = 0.6932624113475178, state count = 6, state = [14, 66, 67, 85, 86, 131]
evaluate episode:11.9, reward = 0.8209219858156028, state count = 6, state = [9, 15, 17, 66, 71, 145]
train episode:119, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 81, 145]
train episode:120, reward = 0.8209219858156028, state count = 6, state = [17, 66, 71, 78, 99, 131]
train episode:121, reward = 0.8333333333333334, state count = 6, state = [9, 17, 33, 66, 71, 145]
train episode:122, reward = 0.8209219858156028, state count = 6, state = [9, 17, 62, 66, 71, 145]
train episode:123, reward = 0.8209219858156028, state count = 6, state = [7, 9, 17, 66, 71, 145]
train episode:124, reward = 0.8209219858156028, state count = 6, state = [9, 17, 55, 66, 71, 145]
train episode:125, reward = 0.8209219858156028, state count = 6, state = [9, 17, 35, 66, 71, 74]
train episode:126, reward = 0.9698581560283688, state count = 6, state = [9, 17, 45, 66, 71, 145]
train episode:127, reward = 0.8209219858156028, state count = 6, state = [9, 11, 17, 66, 71, 145]
train episode:128, reward = 0.851063829787234, state count = 6, state = [17, 44, 52, 66, 71, 178]
evaluate episode:12.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 167]
train episode:129, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 167]
train episode:130, reward = 0.75000, state count = 6, state = [5, 24, 32, 66, 71, 81]
train episode:131, reward = 0.8670212765957447, state count = 6, state = [9, 10, 17, 58, 66, 71]
train episode:132, reward = 0.9113475177304965, state count = 6, state = [20, 24, 36, 66, 71, 173]
train episode:133, reward = 0.8936170212765957, state count = 6, state = [9, 17, 66, 71, 89, 178]
train episode:134, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 139, 145]
train episode:135, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 68, 71, 146]
train episode:136, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 144, 145]
train episode:137, reward = 0.6914893617021277, state count = 6, state = [59, 63, 66, 71, 150, 170]
train episode:138, reward = 0.9698581560283688, state count = 6, state = [6, 17, 52, 66, 71, 135]
evaluate episode:13.9, reward = 0.8209219858156028, state count = 6, state = [9, 15, 17, 66, 71, 145]
train episode:139, reward = 0.8209219858156028, state count = 6, state = [9, 15, 17, 66, 71, 145]
train episode:140, reward = 0.8209219858156028, state count = 6, state = [9, 17, 26, 66, 71, 145]
train episode:141, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 94, 126]
train episode:142, reward = 0.8209219858156028, state count = 6, state = [9, 15, 17, 66, 71, 145]
train episode:143, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 76, 145]
train episode:144, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 159]
train episode:145, reward = 0.8209219858156028, state count = 6, state = [9, 17, 53, 66, 71, 137]
train episode:146, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 75, 145]
train episode:147, reward = 0.8209219858156028, state count = 6, state = [17, 20, 66, 71, 121, 146]
train episode:148, reward = 0.973404255319149, state count = 6, state = [9, 17, 66, 71, 84, 110]
evaluate episode:14.9, reward = 0.8209219858156028, state count = 6, state = [9, 15, 17, 66, 71, 145]
train episode:149, reward = 0.8209219858156028, state count = 6, state = [9, 15, 17, 66, 71, 145]
train episode:150, reward = 0.8581560283687943, state count = 6, state = [17, 33, 42, 59, 66, 71]
train episode:151, reward = 0.8209219858156028, state count = 6, state = [17, 56, 66, 71, 144, 158]
train episode:152, reward = 0.8936170212765957, state count = 6, state = [17, 66, 71, 88, 105, 136]
train episode:153, reward = 0.8209219858156028, state count = 6, state = [9, 12, 17, 66, 71, 151]
train episode:154, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 150]
train episode:155, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 150]
train episode:156, reward = 0.975177304964539, state count = 6, state = [9, 17, 46, 66, 71, 168]
train episode:157, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 150]
train episode:158, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 166]
evaluate episode:15.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 94, 145]
train episode:159, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 143, 145]
train episode:160, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 94, 145]
train episode:161, reward = 0.8209219858156028, state count = 6, state = [7, 9, 17, 66, 71, 145]
train episode:162, reward = 0.9698581560283688, state count = 6, state = [9, 13, 17, 41, 66, 71]
train episode:163, reward = 0.8209219858156028, state count = 6, state = [9, 17, 24, 66, 71, 145]
train episode:164, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 94, 145]
train episode:165, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 94, 145]
train episode:166, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 94, 145]
train episode:167, reward = 0.8209219858156028, state count = 6, state = [9, 17, 48, 66, 71, 108]
train episode:168, reward = 0.8209219858156028, state count = 6, state = [9, 17, 21, 66, 71, 133]
evaluate episode:16.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 167]
train episode:169, reward = 0.8209219858156028, state count = 6, state = [17, 64, 66, 71, 151, 168]
train episode:170, reward = 0.8209219858156028, state count = 6, state = [17, 26, 43, 66, 71, 157]
train episode:171, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 167]
train episode:172, reward = 0.8687943262411347, state count = 6, state = [17, 53, 66, 67, 71, 79]
train episode:173, reward = 0.8209219858156028, state count = 6, state = [9, 17, 56, 66, 71, 145]
train episode:174, reward = 0.8209219858156028, state count = 6, state = [9, 17, 50, 66, 71, 145]
train episode:175, reward = 0.8209219858156028, state count = 6, state = [17, 66, 71, 128, 129, 179]
train episode:176, reward = 0.8209219858156028, state count = 5, state = [9, 17, 66, 71, 145]
train episode:177, reward = 0.8333333333333334, state count = 6, state = [9, 17, 33, 66, 71, 124]
train episode:178, reward = 0.8209219858156028, state count = 6, state = [35, 53, 60, 66, 71, 112]
evaluate episode:17.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:179, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 68, 71, 182]
train episode:180, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 144, 145]
train episode:181, reward = 0.8209219858156028, state count = 6, state = [4, 9, 17, 66, 71, 122]
train episode:182, reward = 0.8865248226950354, state count = 6, state = [17, 30, 66, 71, 90, 112]
train episode:183, reward = 0.8209219858156028, state count = 6, state = [4, 9, 17, 66, 71, 145]
train episode:184, reward = 0.8209219858156028, state count = 6, state = [9, 17, 53, 66, 71, 145]
train episode:185, reward = 0.7287234042553191, state count = 6, state = [2, 47, 63, 66, 71, 143]
train episode:186, reward = 0.8209219858156028, state count = 6, state = [9, 17, 21, 66, 71, 118]
train episode:187, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 153, 165]
train episode:188, reward = 0.8209219858156028, state count = 6, state = [17, 66, 71, 82, 121, 157]
evaluate episode:18.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:189, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 107, 145]
train episode:190, reward = 0.9698581560283688, state count = 6, state = [6, 17, 39, 66, 71, 101]
train episode:191, reward = 0.851063829787234, state count = 6, state = [17, 24, 44, 66, 71, 79]
train episode:192, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 142, 145]
train episode:193, reward = 0.851063829787234, state count = 6, state = [17, 29, 66, 71, 137, 138]
train episode:194, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 139, 145]
train episode:195, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 98, 108]
train episode:196, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 94, 180]
train episode:197, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 164, 178]
train episode:198, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 143, 145]
evaluate episode:19.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:199, reward = 0.851063829787234, state count = 6, state = [9, 17, 42, 66, 71, 92]
train episode:200, reward = 0.8971631205673759, state count = 6, state = [9, 17, 32, 65, 66, 71]
train episode:201, reward = 0.8209219858156028, state count = 6, state = [7, 9, 17, 66, 71, 82]
train episode:202, reward = 0.8209219858156028, state count = 6, state = [9, 17, 25, 66, 71, 144]
train episode:203, reward = 0.8209219858156028, state count = 6, state = [9, 17, 53, 66, 71, 145]
train episode:204, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:205, reward = 0.8209219858156028, state count = 6, state = [9, 17, 55, 66, 71, 145]
train episode:206, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 74, 151]
train episode:207, reward = 0.8670212765957447, state count = 6, state = [9, 17, 58, 66, 71, 118]
train episode:208, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 105, 131]
evaluate episode:20.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:209, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 73, 167]
train episode:210, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 70, 71, 145]
train episode:211, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 137, 145]
train episode:212, reward = 0.851063829787234, state count = 6, state = [17, 29, 66, 71, 122, 124]
train episode:213, reward = 0.8102836879432624, state count = 6, state = [23, 66, 71, 117, 161, 167]
train episode:214, reward = 0.8209219858156028, state count = 6, state = [9, 14, 17, 66, 71, 145]
train episode:215, reward = 0.8226950354609929, state count = 6, state = [9, 17, 23, 66, 71, 145]
train episode:216, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 126, 145]
train episode:217, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 173]
train episode:218, reward = 0.8209219858156028, state count = 6, state = [17, 66, 71, 103, 124, 150]
evaluate episode:21.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 150]
train episode:219, reward = 0.8209219858156028, state count = 6, state = [9, 15, 17, 66, 71, 115]
train episode:220, reward = 0.975177304964539, state count = 6, state = [9, 17, 46, 66, 71, 145]
train episode:221, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 150]
train episode:222, reward = 0.8226950354609929, state count = 6, state = [9, 17, 54, 66, 71, 92]
train episode:223, reward = 0.8014184397163121, state count = 6, state = [37, 66, 76, 99, 110, 165]
train episode:224, reward = 0.8209219858156028, state count = 6, state = [17, 53, 66, 71, 159, 183]
train episode:225, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 140, 145]
train episode:226, reward = 0.8209219858156028, state count = 6, state = [9, 17, 30, 66, 71, 145]
train episode:227, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 152]
train episode:228, reward = 0.8209219858156028, state count = 6, state = [4, 9, 17, 66, 71, 86]
evaluate episode:22.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 150]
train episode:229, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 150]
train episode:230, reward = 0.973404255319149, state count = 6, state = [9, 16, 17, 66, 71, 170]
train episode:231, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 150]
train episode:232, reward = 0.8776595744680851, state count = 6, state = [9, 17, 59, 66, 71, 145]
train episode:233, reward = 0.8670212765957447, state count = 6, state = [9, 17, 66, 67, 71, 161]
train episode:234, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 150]
train episode:235, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 136, 145]
train episode:236, reward = 0.9698581560283688, state count = 6, state = [9, 17, 21, 45, 66, 71]
train episode:237, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 144, 148]
train episode:238, reward = 0.8209219858156028, state count = 6, state = [9, 17, 61, 66, 71, 145]
evaluate episode:23.9, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 93, 145]
train episode:239, reward = 0.8209219858156028, state count = 6, state = [5, 9, 17, 42, 66, 71]
train episode:240, reward = 0.8209219858156028, state count = 6, state = [9, 17, 38, 66, 71, 145]
train episode:241, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 128, 145]
train episode:242, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 73, 152]
train episode:243, reward = 0.8670212765957447, state count = 6, state = [9, 17, 62, 66, 67, 71]
train episode:244, reward = 0.8670212765957447, state count = 6, state = [11, 17, 51, 58, 66, 71]
train episode:245, reward = 0.7890070921985816, state count = 6, state = [28, 42, 66, 71, 79, 153]
train episode:246, reward = 0.8209219858156028, state count = 6, state = [17, 66, 71, 140, 163, 166]
train episode:247, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 82, 145]
train episode:248, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 107, 145]
evaluate episode:24.9, reward = 0.8209219858156028, state count = 6, state = [9, 15, 17, 66, 71, 145]
train episode:249, reward = 0.8209219858156028, state count = 6, state = [9, 17, 38, 42, 66, 71]
train episode:250, reward = 0.8209219858156028, state count = 6, state = [9, 17, 35, 66, 71, 145]
train episode:251, reward = 0.9698581560283688, state count = 6, state = [6, 9, 17, 66, 71, 122]
train episode:252, reward = 0.8209219858156028, state count = 6, state = [17, 51, 63, 66, 71, 155]
train episode:253, reward = 0.8865248226950354, state count = 6, state = [9, 17, 43, 66, 71, 183]
train episode:254, reward = 0.8209219858156028, state count = 6, state = [17, 66, 71, 137, 145, 169]
train episode:255, reward = 0.8209219858156028, state count = 6, state = [9, 12, 17, 66, 71, 145]
train episode:256, reward = 0.8209219858156028, state count = 6, state = [9, 17, 26, 66, 71, 145]
train episode:257, reward = 0.973404255319149, state count = 6, state = [9, 17, 34, 66, 71, 73]
train episode:258, reward = 0.9698581560283688, state count = 6, state = [3, 9, 17, 66, 71, 138]
evaluate episode:25.9, reward = 0.8209219858156028, state count = 6, state = [9, 15, 17, 66, 71, 145]
train episode:259, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 115, 145]
train episode:260, reward = 0.8209219858156028, state count = 6, state = [4, 9, 17, 18, 66, 71]
train episode:261, reward = 0.8776595744680851, state count = 4, state = [17, 59, 66, 71]
train episode:262, reward = 0.8226950354609929, state count = 6, state = [3, 17, 23, 66, 71, 76]
train episode:263, reward = 0.8209219858156028, state count = 6, state = [17, 66, 71, 139, 140, 161]
train episode:264, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 93, 145]
train episode:265, reward = 0.725177304964539, state count = 6, state = [66, 88, 105, 149, 155, 159]
train episode:266, reward = 0.8209219858156028, state count = 6, state = [8, 17, 66, 71, 128, 155]
train episode:267, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 145, 170]
train episode:268, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 104, 136]
evaluate episode:26.9, reward = 0.8209219858156028, state count = 6, state = [9, 15, 17, 66, 71, 145]
train episode:269, reward = 0.8209219858156028, state count = 6, state = [17, 66, 71, 96, 101, 164]
train episode:270, reward = 0.9698581560283688, state count = 6, state = [17, 36, 63, 66, 69, 71]
train episode:271, reward = 0.8209219858156028, state count = 6, state = [9, 17, 66, 71, 76, 145]
train episode:272, reward = 0.9698581560283688, state count = 6, state = [17, 27, 66, 71, 130, 139]
train episode:273, reward = 0.8226950354609929, state count = 6, state = [9, 17, 23, 66, 71, 173]
