train episode:0, reward = 0.9504065040650407, state count = 6, state = [35, 55, 91, 103, 119, 142]
train episode:76, reward = 0.8300813008130081, state count = 6, state = [6, 21, 106, 111, 136, 161]
train episode:77, reward = 0.9926829268292683, state count = 6, state = [6, 21, 30, 40, 124, 136]
train episode:78, reward = 0.5390243902439025, state count = 6, state = [6, 21, 39, 136, 145, 161]
evaluate episode:7.9, reward = 0.8292682926829268, state count = 6, state = [6, 21, 111, 130, 136, 161]
train episode:79, reward = 0.8292682926829268, state count = 6, state = [6, 21, 111, 130, 136, 161]
train episode:80, reward = 0.8154471544715447, state count = 6, state = [6, 21, 72, 125, 136, 161]
train episode:81, reward = 0.7894308943089431, state count = 6, state = [3, 6, 21, 53, 117, 136]
train episode:82, reward = 0.9967479674796748, state count = 6, state = [6, 21, 30, 54, 108, 136]
train episode:83, reward = 0.7747967479674797, state count = 6, state = [6, 21, 108, 131, 136, 161]
train episode:84, reward = 0.8357723577235773, state count = 6, state = [6, 21, 30, 111, 136, 161]
train episode:85, reward = 0.8577235772357723, state count = 6, state = [4, 21, 119, 128, 136, 161]
train episode:86, reward = 0.8260162601626017, state count = 6, state = [21, 30, 81, 87, 133, 136]
train episode:87, reward = 0.8300813008130081, state count = 6, state = [6, 21, 111, 136, 139, 161]
train episode:88, reward = 0.8357723577235773, state count = 6, state = [6, 21, 30, 111, 136, 161]
evaluate episode:8.9, reward = 0.8357723577235773, state count = 6, state = [6, 21, 30, 111, 136, 161]
train episode:89, reward = 0.7455284552845528, state count = 6, state = [1, 6, 21, 112, 136, 161]
train episode:90, reward = 0.8105691056910569, state count = 6, state = [6, 11, 21, 30, 53, 136]
train episode:91, reward = 0.891869918699187, state count = 6, state = [6, 21, 81, 113, 136, 161]
train episode:92, reward = 0.8357723577235773, state count = 6, state = [6, 21, 30, 111, 136, 161]
train episode:93, reward = 0.8495934959349594, state count = 6, state = [6, 21, 63, 111, 136, 161]
train episode:94, reward = 0.9699186991869919, state count = 6, state = [6, 21, 54, 111, 136, 161]
train episode:95, reward = 0.9089430894308943, state count = 6, state = [6, 21, 66, 71, 136, 161]
train episode:96, reward = 0.824390243902439, state count = 6, state = [6, 21, 28, 115, 136, 152]
train episode:97, reward = 0.9292682926829269, state count = 6, state = [6, 21, 89, 112, 136, 161]
train episode:98, reward = 0.7894308943089431, state count = 6, state = [5, 6, 11, 21, 136, 161]
evaluate episode:9.9, reward = 0.8357723577235773, state count = 6, state = [6, 21, 30, 111, 136, 161]
train episode:99, reward = 0.7772357723577236, state count = 6, state = [6, 21, 41, 52, 136, 161]
train episode:100, reward = 0.8813008130081301, state count = 6, state = [6, 21, 40, 66, 88, 136]
train episode:101, reward = 0.8455284552845529, state count = 6, state = [6, 21, 27, 111, 136, 161]
train episode:102, reward = 0.8382113821138212, state count = 6, state = [6, 21, 111, 114, 136, 161]
train episode:103, reward = 0.9260162601626016, state count = 6, state = [6, 21, 44, 71, 123, 136]
train episode:104, reward = 0.8300813008130081, state count = 6, state = [6, 21, 28, 111, 136, 161]
train episode:105, reward = 0.7747967479674797, state count = 6, state = [6, 21, 136, 153, 155, 161]
train episode:106, reward = 0.8292682926829268, state count = 6, state = [6, 21, 109, 111, 136, 161]
train episode:107, reward = 0.8357723577235773, state count = 6, state = [6, 21, 30, 111, 136, 161]
train episode:108, reward = 0.8300813008130081, state count = 6, state = [6, 21, 101, 111, 136, 161]
evaluate episode:10.9, reward = 0.8357723577235773, state count = 6, state = [6, 21, 30, 111, 136, 161]
train episode:109, reward = 0.80000, state count = 6, state = [5, 6, 20, 21, 121, 136]
train episode:110, reward = 0.8300813008130081, state count = 6, state = [6, 21, 111, 118, 136, 161]
train episode:111, reward = 0.7747967479674797, state count = 6, state = [1, 6, 21, 115, 136, 161]
train episode:112, reward = 0.9089430894308943, state count = 6, state = [6, 21, 79, 90, 136, 159]
train episode:113, reward = 0.5284552845528455, state count = 6, state = [6, 21, 37, 136, 146, 161]
train episode:114, reward = 0.80000, state count = 6, state = [6, 21, 30, 136, 138, 161]
train episode:115, reward = 0.8357723577235773, state count = 6, state = [6, 21, 30, 111, 136, 161]
train episode:116, reward = 0.8951219512195122, state count = 6, state = [6, 21, 118, 123, 136, 147]
train episode:117, reward = 0.8422764227642277, state count = 6, state = [6, 21, 85, 134, 136, 161]
train episode:118, reward = 0.8634146341463415, state count = 6, state = [2, 14, 21, 80, 86, 136]
evaluate episode:11.9, reward = 0.8357723577235773, state count = 6, state = [6, 21, 30, 111, 136, 161]
train episode:119, reward = 0.8121951219512196, state count = 6, state = [6, 21, 30, 39, 136, 161]
train episode:120, reward = 0.80000, state count = 6, state = [6, 21, 24, 30, 136, 161]
train episode:121, reward = 0.9772357723577236, state count = 6, state = [6, 21, 67, 136, 139, 161]
train episode:122, reward = 0.8227642276422764, state count = 6, state = [6, 21, 81, 88, 136, 161]
train episode:123, reward = 0.8471544715447155, state count = 6, state = [6, 21, 35, 59, 136, 161]
train episode:124, reward = 0.7284552845528456, state count = 6, state = [6, 20, 21, 43, 49, 136]
train episode:125, reward = 0.8626016260162601, state count = 6, state = [6, 21, 22, 111, 136, 161]
train episode:126, reward = 0.9601626016260163, state count = 6, state = [6, 21, 48, 136, 149, 161]
train episode:127, reward = 0.8016260162601626, state count = 6, state = [6, 20, 21, 30, 136, 161]
train episode:128, reward = 0.9219512195121952, state count = 6, state = [6, 21, 30, 35, 136, 161]
evaluate episode:12.9, reward = 0.8357723577235773, state count = 6, state = [6, 21, 30, 111, 136, 161]
train episode:129, reward = 0.8357723577235773, state count = 6, state = [6, 21, 30, 111, 136, 161]
train episode:130, reward = 0.8357723577235773, state count = 6, state = [6, 21, 30, 111, 136, 161]
train episode:131, reward = 0.9959349593495935, state count = 6, state = [21, 47, 72, 77, 129, 136]
train episode:132, reward = 0.8089430894308943, state count = 6, state = [6, 21, 24, 89, 100, 136]
train episode:133, reward = 0.7804878048780488, state count = 6, state = [6, 21, 37, 116, 136, 161]
train episode:134, reward = 0.7764227642276422, state count = 6, state = [6, 20, 21, 105, 106, 136]
train episode:135, reward = 0.7048780487804878, state count = 6, state = [6, 21, 43, 136, 160, 161]
train episode:136, reward = 0.80000, state count = 6, state = [6, 21, 30, 136, 151, 161]
train episode:137, reward = 0.80000, state count = 6, state = [6, 21, 30, 106, 136, 161]
train episode:138, reward = 0.80000, state count = 6, state = [6, 21, 30, 104, 136, 161]
evaluate episode:13.9, reward = 0.8357723577235773, state count = 6, state = [6, 21, 30, 111, 136, 161]
train episode:139, reward = 0.9065040650406504, state count = 6, state = [6, 21, 34, 44, 127, 136]
train episode:140, reward = 0.8357723577235773, state count = 6, state = [6, 21, 57, 90, 136, 161]
train episode:141, reward = 0.708130081300813, state count = 6, state = [6, 21, 73, 104, 136, 161]
train episode:142, reward = 0.9902439024390244, state count = 6, state = [6, 21, 33, 84, 136, 161]
train episode:143, reward = 0.8495934959349594, state count = 6, state = [6, 21, 63, 104, 110, 136]
train episode:144, reward = 0.80000, state count = 6, state = [1, 6, 21, 30, 136, 161]
train episode:145, reward = 0.8357723577235773, state count = 6, state = [6, 21, 30, 110, 136, 161]
train episode:146, reward = 0.8235772357723578, state count = 6, state = [6, 21, 85, 120, 136, 147]
train episode:147, reward = 0.7747967479674797, state count = 6, state = [6, 21, 103, 136, 137, 161]
train episode:148, reward = 0.9959349593495935, state count = 6, state = [6, 21, 54, 120, 136, 161]
evaluate episode:14.9, reward = 0.80000, state count = 6, state = [1, 6, 21, 30, 136, 161]
train episode:149, reward = 0.8089430894308943, state count = 6, state = [6, 21, 87, 118, 136, 161]
train episode:150, reward = 0.991869918699187, state count = 6, state = [6, 21, 42, 57, 61, 136]
train episode:151, reward = 0.8016260162601626, state count = 6, state = [6, 21, 30, 50, 136, 161]
train episode:152, reward = 0.80000, state count = 6, state = [1, 6, 21, 30, 136, 161]
train episode:153, reward = 0.9715447154471545, state count = 6, state = [18, 21, 47, 112, 121, 136]
train episode:154, reward = 0.9365853658536586, state count = 6, state = [10, 21, 79, 91, 122, 139]
train episode:155, reward = 0.80000, state count = 6, state = [1, 6, 21, 30, 136, 161]
train episode:156, reward = 0.7747967479674797, state count = 6, state = [1, 6, 21, 136, 138, 143]
train episode:157, reward = 0.80000, state count = 6, state = [1, 6, 21, 30, 136, 161]
train episode:158, reward = 0.9121951219512195, state count = 6, state = [6, 21, 30, 136, 161, 162]
evaluate episode:15.9, reward = 0.80000, state count = 6, state = [1, 6, 21, 30, 136, 161]
train episode:159, reward = 0.8845528455284553, state count = 6, state = [21, 28, 82, 87, 136, 148]
train episode:160, reward = 0.7983739837398374, state count = 6, state = [6, 21, 30, 51, 136, 161]
train episode:161, reward = 0.9853658536585366, state count = 6, state = [6, 21, 54, 55, 136, 161]
train episode:162, reward = 0.9073170731707317, state count = 6, state = [6, 14, 21, 56, 136, 161]
train episode:163, reward = 0.8341463414634146, state count = 6, state = [6, 21, 39, 114, 136, 139]
train episode:164, reward = 0.7634146341463415, state count = 6, state = [1, 6, 21, 59, 122, 136]
train episode:165, reward = 0.8016260162601626, state count = 6, state = [6, 21, 30, 57, 136, 161]
train episode:166, reward = 0.80000, state count = 6, state = [6, 21, 30, 70, 136, 161]
train episode:167, reward = 0.8455284552845529, state count = 6, state = [6, 21, 29, 30, 136, 161]
train episode:168, reward = 0.7138211382113822, state count = 6, state = [6, 21, 82, 136, 140, 161]
evaluate episode:16.9, reward = 0.8008130081300813, state count = 6, state = [6, 8, 21, 30, 136, 161]
train episode:169, reward = 0.8455284552845529, state count = 6, state = [6, 21, 29, 30, 136, 161]
train episode:170, reward = 0.8113821138211382, state count = 6, state = [6, 21, 30, 136, 147, 161]
train episode:171, reward = 0.9991869918699187, state count = 6, state = [6, 21, 54, 64, 136, 161]
train episode:172, reward = 0.80000, state count = 6, state = [6, 21, 30, 70, 136, 161]
train episode:173, reward = 0.9951219512195122, state count = 6, state = [6, 21, 26, 30, 136, 161]
train episode:174, reward = 0.7886178861788617, state count = 6, state = [5, 6, 21, 70, 136, 161]
train episode:175, reward = 0.4951219512195122, state count = 6, state = [6, 15, 21, 30, 136, 161]
train episode:176, reward = 0.80000, state count = 6, state = [6, 21, 30, 136, 140, 161]
train episode:177, reward = 0.7585365853658537, state count = 6, state = [6, 19, 21, 30, 136, 161]
train episode:178, reward = 0.8008130081300813, state count = 6, state = [6, 8, 21, 30, 136, 161]
evaluate episode:17.9, reward = 0.8008130081300813, state count = 6, state = [6, 8, 21, 30, 136, 161]
train episode:179, reward = 0.9333333333333333, state count = 6, state = [6, 21, 46, 136, 161, 162]
train episode:180, reward = 0.8121951219512196, state count = 6, state = [6, 21, 30, 39, 136, 161]
train episode:181, reward = 0.8008130081300813, state count = 6, state = [6, 8, 21, 30, 136, 161]
train episode:182, reward = 0.7837398373983739, state count = 6, state = [6, 21, 36, 57, 136, 161]
train episode:183, reward = 0.7707317073170732, state count = 6, state = [6, 19, 21, 48, 136, 161]
train episode:184, reward = 0.9959349593495935, state count = 6, state = [6, 21, 47, 115, 136, 161]
train episode:185, reward = 0.9471544715447154, state count = 6, state = [6, 21, 27, 136, 156, 161]
train episode:186, reward = 0.4975609756097561, state count = 6, state = [6, 21, 30, 131, 136, 161]
train episode:187, reward = 0.9934959349593496, state count = 6, state = [21, 40, 52, 92, 136, 151]
train episode:188, reward = 0.9967479674796748, state count = 6, state = [6, 21, 30, 54, 136, 161]
evaluate episode:18.9, reward = 0.9609756097560975, state count = 6, state = [6, 21, 30, 48, 136, 161]
train episode:189, reward = 0.859349593495935, state count = 6, state = [6, 21, 30, 134, 136, 161]
train episode:190, reward = 0.7747967479674797, state count = 6, state = [6, 21, 70, 108, 136, 161]
train episode:191, reward = 0.7747967479674797, state count = 6, state = [6, 21, 72, 107, 136, 161]
train episode:192, reward = 0.8235772357723578, state count = 6, state = [3, 21, 31, 39, 66, 136]
train episode:193, reward = 0.9609756097560975, state count = 6, state = [6, 21, 30, 48, 136, 161]
train episode:194, reward = 0.8113821138211382, state count = 6, state = [3, 6, 21, 30, 136, 161]
train episode:195, reward = 0.9065040650406504, state count = 6, state = [6, 21, 79, 99, 136, 161]
train episode:196, reward = 0.751219512195122, state count = 6, state = [6, 21, 34, 112, 135, 136]
train episode:197, reward = 0.8186991869918699, state count = 6, state = [6, 21, 84, 136, 161, 163]
train episode:198, reward = 0.7780487804878049, state count = 6, state = [6, 21, 64, 99, 136, 161]
evaluate episode:19.9, reward = 0.9609756097560975, state count = 6, state = [6, 21, 30, 48, 136, 161]
train episode:199, reward = 0.80000, state count = 6, state = [6, 21, 30, 136, 151, 161]
train episode:200, reward = 0.8008130081300813, state count = 6, state = [6, 21, 30, 94, 136, 161]
train episode:201, reward = 0.8300813008130081, state count = 6, state = [2, 6, 21, 111, 136, 161]
train episode:202, reward = 0.80000, state count = 6, state = [6, 21, 30, 104, 136, 161]
train episode:203, reward = 0.9934959349593496, state count = 6, state = [6, 21, 30, 40, 136, 161]
train episode:204, reward = 0.7853658536585366, state count = 6, state = [6, 21, 41, 86, 136, 158]
train episode:205, reward = 0.9398373983739837, state count = 6, state = [6, 18, 21, 35, 108, 136]
train episode:206, reward = 0.8642276422764228, state count = 6, state = [21, 35, 58, 107, 127, 136]
train episode:207, reward = 0.9097560975609756, state count = 6, state = [6, 21, 78, 79, 136, 161]
train episode:208, reward = 0.9552845528455285, state count = 6, state = [6, 21, 27, 92, 136, 161]
evaluate episode:20.9, reward = 0.9609756097560975, state count = 6, state = [6, 21, 30, 48, 136, 161]
train episode:209, reward = 0.8333333333333334, state count = 6, state = [6, 21, 30, 97, 136, 161]
train episode:210, reward = 0.9609756097560975, state count = 6, state = [6, 21, 30, 48, 136, 161]
train episode:211, reward = 0.8951219512195122, state count = 6, state = [6, 21, 65, 134, 136, 161]
train episode:212, reward = 0.7861788617886178, state count = 6, state = [6, 21, 103, 136, 147, 160]
train episode:213, reward = 0.4951219512195122, state count = 6, state = [6, 21, 30, 42, 136, 161]
train episode:214, reward = 0.80000, state count = 6, state = [6, 21, 24, 30, 136, 161]
train episode:215, reward = 0.9211382113821138, state count = 6, state = [6, 21, 30, 44, 136, 161]
train episode:216, reward = 0.4951219512195122, state count = 6, state = [6, 21, 30, 32, 136, 161]
train episode:217, reward = 0.9821138211382113, state count = 6, state = [6, 21, 30, 68, 136, 161]
train episode:218, reward = 0.80000, state count = 6, state = [6, 21, 30, 102, 136, 161]
evaluate episode:21.9, reward = 0.80000, state count = 6, state = [1, 6, 21, 30, 136, 161]
train episode:219, reward = 0.80000, state count = 6, state = [6, 21, 30, 117, 136, 161]
train episode:220, reward = 0.9951219512195122, state count = 6, state = [21, 30, 40, 64, 95, 136]
train episode:221, reward = 0.740650406504065, state count = 6, state = [6, 21, 43, 81, 136, 161]
train episode:222, reward = 0.8975609756097561, state count = 6, state = [21, 55, 70, 94, 99, 136]
train episode:223, reward = 0.7788617886178861, state count = 6, state = [6, 21, 136, 154, 157, 161]
train episode:224, reward = 0.9959349593495935, state count = 6, state = [1, 6, 21, 47, 136, 161]
train episode:225, reward = 0.7788617886178861, state count = 6, state = [6, 21, 64, 93, 136, 161]
train episode:226, reward = 0.8268292682926829, state count = 6, state = [6, 21, 60, 99, 136, 161]
train episode:227, reward = 0.9512195121951219, state count = 6, state = [6, 20, 21, 61, 136, 156]
train episode:228, reward = 0.7837398373983739, state count = 6, state = [6, 12, 21, 136, 153, 161]
evaluate episode:22.9, reward = 0.8341463414634146, state count = 6, state = [1, 6, 21, 29, 136, 161]
train episode:229, reward = 0.991869918699187, state count = 6, state = [6, 17, 21, 109, 136, 161]
train episode:230, reward = 0.775609756097561, state count = 6, state = [1, 6, 21, 94, 136, 161]
train episode:231, reward = 0.49105691056910566, state count = 6, state = [1, 6, 21, 51, 136, 161]
train episode:232, reward = 0.8634146341463415, state count = 6, state = [1, 6, 21, 80, 136, 161]
train episode:233, reward = 0.8341463414634146, state count = 6, state = [1, 6, 21, 29, 136, 161]
train episode:234, reward = 0.9780487804878049, state count = 6, state = [6, 21, 61, 89, 125, 136]
train episode:235, reward = 0.7853658536585366, state count = 6, state = [6, 11, 21, 136, 146, 161]
train episode:236, reward = 0.7894308943089431, state count = 6, state = [6, 21, 39, 70, 128, 136]
train episode:237, reward = 0.8341463414634146, state count = 6, state = [1, 6, 21, 29, 136, 161]
train episode:238, reward = 0.775609756097561, state count = 6, state = [6, 21, 34, 136, 146, 161]
evaluate episode:23.9, reward = 0.8341463414634146, state count = 6, state = [1, 6, 21, 29, 136, 161]
train episode:239, reward = 0.9991869918699187, state count = 6, state = [6, 21, 23, 76, 136, 161]
train episode:240, reward = 0.7747967479674797, state count = 6, state = [1, 6, 21, 105, 136, 161]
train episode:241, reward = 0.7829268292682927, state count = 6, state = [6, 21, 86, 136, 143, 161]
train episode:242, reward = 0.708130081300813, state count = 6, state = [6, 21, 70, 73, 136, 161]
train episode:243, reward = 0.7569105691056911, state count = 6, state = [21, 34, 42, 57, 136, 151]
train episode:244, reward = 0.7747967479674797, state count = 6, state = [6, 21, 98, 136, 138, 161]
train episode:245, reward = 0.7747967479674797, state count = 6, state = [1, 6, 21, 81, 136, 161]
train episode:246, reward = 0.8439024390243902, state count = 6, state = [1, 6, 21, 77, 136, 161]
train episode:247, reward = 0.7682926829268293, state count = 6, state = [6, 21, 96, 136, 156, 161]
train episode:248, reward = 0.7894308943089431, state count = 6, state = [1, 2, 6, 21, 136, 161]
evaluate episode:24.9, reward = 0.7747967479674797, state count = 6, state = [1, 6, 21, 104, 136, 161]
train episode:249, reward = 0.7894308943089431, state count = 6, state = [1, 2, 6, 21, 136, 161]
train episode:250, reward = 0.9373983739837398, state count = 6, state = [6, 21, 36, 112, 136, 162]
train episode:251, reward = 0.7747967479674797, state count = 6, state = [1, 6, 21, 104, 136, 161]
train episode:252, reward = 0.90000, state count = 6, state = [21, 38, 114, 122, 136, 154]
train episode:253, reward = 0.8439024390243902, state count = 6, state = [6, 21, 77, 108, 136, 161]
train episode:254, reward = 0.7747967479674797, state count = 6, state = [1, 6, 21, 104, 136, 161]
train episode:255, reward = 0.7934959349593496, state count = 6, state = [2, 6, 21, 37, 136, 161]
train episode:256, reward = 0.8463414634146341, state count = 6, state = [3, 21, 46, 93, 97, 151]
train episode:257, reward = 0.9577235772357724, state count = 6, state = [6, 21, 68, 91, 99, 136]
train episode:258, reward = 0.7211382113821139, state count = 6, state = [1, 6, 21, 31, 136, 161]
evaluate episode:25.9, reward = 0.7747967479674797, state count = 6, state = [1, 6, 21, 104, 136, 161]
train episode:259, reward = 0.7747967479674797, state count = 3, state = [6, 21, 136]
train episode:260, reward = 0.8439024390243902, state count = 6, state = [1, 6, 21, 77, 136, 161]
train episode:261, reward = 0.7747967479674797, state count = 6, state = [6, 21, 103, 136, 142, 161]
train episode:262, reward = 0.9414634146341463, state count = 6, state = [6, 21, 76, 136, 146, 161]
train episode:263, reward = 0.4886178861788618, state count = 6, state = [6, 14, 21, 103, 136, 152]
train episode:264, reward = 0.9764227642276423, state count = 6, state = [21, 39, 62, 86, 119, 158]
train episode:265, reward = 0.9804878048780488, state count = 6, state = [21, 25, 55, 62, 72, 107]
train episode:266, reward = 0.49349593495934957, state count = 6, state = [6, 21, 135, 136, 159, 161]
train episode:267, reward = 0.7788617886178861, state count = 6, state = [6, 21, 57, 136, 141, 161]
train episode:268, reward = 0.9016260162601626, state count = 6, state = [5, 6, 21, 58, 136, 161]
evaluate episode:26.9, reward = 0.7747967479674797, state count = 6, state = [1, 6, 21, 46, 136, 161]
train episode:269, reward = 0.7747967479674797, state count = 6, state = [1, 6, 21, 106, 136, 161]
train episode:270, reward = 0.8829268292682927, state count = 6, state = [1, 6, 21, 133, 136, 161]
train episode:271, reward = 0.7747967479674797, state count = 6, state = [6, 21, 72, 136, 145, 161]
train episode:272, reward = 0.7788617886178861, state count = 6, state = [6, 21, 136, 140, 147, 156]
train episode:273, reward = 0.7747967479674797, state count = 6, state = [6, 21, 81, 105, 136, 161]
train episode:274, reward = 0.8357723577235773, state count = 6, state = [6, 18, 21, 111, 117, 136]
