max = 6, decision tree, 10folds
train episode:0, reward = 0.937395427596303, state count = 6, state = [64, 65, 137, 159, 172, 180]
evaluate episode:3.9, reward = 0.9788601210415253, state count = 6, state = [28, 66, 77, 109, 140, 151]
train episode:39, reward = 0.9987809000808061, state count = 6, state = [19, 36, 46, 61, 64, 124]
train episode:40, reward = 0.9981703177520573, state count = 6, state = [28, 41, 54, 84, 140, 144]
train episode:41, reward = 0.9176878103258007, state count = 6, state = [16, 28, 108, 121, 133, 140]
train episode:42, reward = 0.9540650053844411, state count = 6, state = [28, 62, 77, 100, 140, 151]
train episode:43, reward = 0.9831321342837948, state count = 6, state = [28, 38, 77, 133, 140, 151]
train episode:44, reward = 0.9843504096511326, state count = 6, state = [28, 66, 77, 112, 140, 151]
train episode:45, reward = 0.8463491774247174, state count = 6, state = [64, 94, 140, 154, 159, 182]
train episode:46, reward = 0.9495901423095896, state count = 6, state = [28, 64, 66, 77, 140, 151]
train episode:47, reward = 0.9365873835706748, state count = 6, state = [28, 41, 77, 140, 151, 167]
train episode:48, reward = 0.961786522919905, state count = 6, state = [28, 49, 64, 66, 127, 141]
evaluate episode:4.9, reward = 0.9495901423095896, state count = 6, state = [28, 64, 66, 77, 140, 151]
train episode:49, reward = 0.9808930519633252, state count = 6, state = [28, 64, 66, 70, 109, 176]
train episode:50, reward = 0.9333336801153258, state count = 6, state = [28, 63, 77, 114, 140, 151]
train episode:51, reward = 0.9800796332366474, state count = 6, state = [28, 66, 75, 77, 84, 140]
train episode:52, reward = 0.9863829316556675, state count = 6, state = [27, 28, 66, 138, 140, 151]
train episode:53, reward = 0.9788601210415253, state count = 6, state = [28, 66, 77, 109, 140, 151]
train episode:54, reward = 0.8107705339693702, state count = 6, state = [2, 30, 64, 140, 151, 160]
train episode:55, reward = 0.9341462793281424, state count = 6, state = [14, 28, 66, 77, 115, 140]
train episode:56, reward = 0.9971544698653838, state count = 6, state = [28, 54, 64, 66, 93, 142]
train episode:57, reward = 0.989024794123172, state count = 6, state = [28, 48, 64, 66, 140, 176]
train episode:58, reward = 0.9788601210415253, state count = 6, state = [28, 66, 77, 109, 140, 151]
evaluate episode:5.9, reward = 0.9788601210415253, state count = 6, state = [28, 66, 77, 109, 140, 151]
train episode:59, reward = 0.946745026130233, state count = 6, state = [28, 52, 66, 77, 140, 151]
train episode:60, reward = 0.9963410494593743, state count = 6, state = [28, 47, 66, 77, 157, 179]
train episode:61, reward = 0.8878051912441393, state count = 6, state = [11, 28, 70, 113, 140, 151]
train episode:62, reward = 0.9788601210415253, state count = 6, state = [28, 66, 77, 109, 140, 151]
train episode:63, reward = 0.9782499509887046, state count = 6, state = [28, 53, 66, 77, 109, 151]
train episode:64, reward = 0.9774398287901198, state count = 6, state = [16, 18, 28, 137, 140, 158]
train episode:65, reward = 0.9811008507863755, state count = 6, state = [20, 28, 67, 134, 140, 151]
train episode:66, reward = 0.8563040037383267, state count = 6, state = [28, 42, 140, 141, 151, 177]
train episode:67, reward = 0.9727617254380696, state count = 6, state = [28, 64, 66, 109, 115, 140]
train episode:68, reward = 0.9859751874041794, state count = 6, state = [28, 35, 64, 66, 79, 173]
evaluate episode:6.9, reward = 0.9784544398490093, state count = 6, state = [28, 64, 66, 77, 109, 151]
train episode:69, reward = 0.974596363393807, state count = 6, state = [6, 28, 64, 66, 70, 77]
train episode:70, reward = 0.9489812174812113, state count = 6, state = [28, 66, 77, 121, 140, 151]
train episode:71, reward = 0.9959328895732948, state count = 6, state = [11, 17, 28, 64, 66, 77]
train episode:72, reward = 0.9849580976517268, state count = 6, state = [28, 64, 66, 109, 151, 172]
train episode:73, reward = 0.9851609357289874, state count = 6, state = [28, 59, 66, 77, 121, 142]
train episode:74, reward = 0.975608085162537, state count = 6, state = [28, 64, 66, 77, 86, 109]
train episode:75, reward = 0.948575536288695, state count = 6, state = [61, 80, 81, 151, 166, 176]
train episode:76, reward = 0.9963418756905622, state count = 6, state = [28, 47, 58, 64, 66, 77]
train episode:77, reward = 0.9815036376507373, state count = 6, state = [28, 44, 64, 66, 77, 109]
train episode:78, reward = 0.974999153616832, state count = 6, state = [28, 64, 66, 77, 109, 115]
evaluate episode:7.9, reward = 0.9784544398490093, state count = 6, state = [28, 64, 66, 77, 109, 151]
train episode:79, reward = 0.9518292296680542, state count = 6, state = [28, 64, 66, 96, 147, 151]
train episode:80, reward = 0.9491844627964051, state count = 6, state = [1, 28, 64, 66, 77, 151]
train episode:81, reward = 0.9743898131538623, state count = 6, state = [15, 28, 64, 66, 77, 109]
train episode:82, reward = 0.9973577235772357, state count = 6, state = [28, 40, 64, 66, 67, 109]
train episode:83, reward = 0.9819093154845902, state count = 6, state = [9, 28, 66, 77, 162, 163]
train episode:84, reward = 0.9691064920981232, state count = 6, state = [3, 9, 13, 28, 66, 70]
train episode:85, reward = 0.9796731241336119, state count = 6, state = [28, 64, 66, 91, 96, 109]
train episode:86, reward = 0.9481653133436436, state count = 6, state = [28, 64, 66, 132, 151, 155]
train episode:87, reward = 0.9788621857798292, state count = 6, state = [28, 64, 66, 151, 165, 167]
train episode:88, reward = 0.9784544398490093, state count = 6, state = [28, 64, 66, 77, 109, 151]
evaluate episode:8.9, reward = 0.9784544398490093, state count = 6, state = [28, 64, 66, 77, 109, 151]
train episode:89, reward = 0.9764215022098828, state count = 6, state = [28, 64, 66, 77, 109, 130]
train episode:90, reward = 0.9782482918090027, state count = 6, state = [28, 64, 66, 113, 148, 156]
train episode:91, reward = 0.9774361115894408, state count = 6, state = [28, 64, 66, 109, 151, 155]
train episode:92, reward = 0.999390243902439, state count = 6, state = [17, 28, 47, 64, 66, 130]
train episode:93, reward = 0.9782515967337536, state count = 6, state = [28, 66, 77, 108, 119, 140]
train episode:94, reward = 0.9886174671856072, state count = 6, state = [14, 28, 62, 66, 165, 177]
train episode:95, reward = 0.9869926894325604, state count = 6, state = [28, 64, 66, 77, 109, 168]
train episode:96, reward = 0.9910560776205912, state count = 6, state = [28, 38, 64, 66, 118, 151]
train episode:97, reward = 0.9812999699836255, state count = 6, state = [28, 57, 64, 66, 77, 109]
train episode:98, reward = 0.9959328895732948, state count = 6, state = [25, 28, 64, 66, 77, 166]
evaluate episode:9.9, reward = 0.9784544398490093, state count = 6, state = [28, 64, 66, 77, 109, 151]
train episode:99, reward = 0.9896337290275404, state count = 6, state = [28, 64, 66, 77, 109, 165]
train episode:100, reward = 0.9859727103899478, state count = 6, state = [28, 64, 66, 77, 109, 171]
train episode:101, reward = 0.9739804130813354, state count = 6, state = [16, 28, 34, 64, 66, 77]
train episode:102, reward = 0.9764210949719498, state count = 6, state = [28, 64, 66, 77, 98, 109]
train episode:103, reward = 0.9784544398490093, state count = 6, state = [28, 64, 66, 77, 109, 151]
train episode:104, reward = 0.986177613205512, state count = 6, state = [28, 64, 66, 77, 109, 169]
train episode:105, reward = 0.9613812573619802, state count = 6, state = [28, 43, 64, 66, 140, 160]
train episode:106, reward = 0.9371942403020862, state count = 6, state = [12, 28, 64, 66, 77, 101]
train episode:107, reward = 0.9829268141543077, state count = 6, state = [1, 28, 66, 87, 108, 167]
train episode:108, reward = 0.9784544398490093, state count = 6, state = [28, 64, 66, 77, 109, 151]
evaluate episode:10.9, reward = 0.9784544398490093, state count = 6, state = [28, 64, 66, 77, 109, 151]
train episode:109, reward = 0.9981703177520573, state count = 6, state = [25, 28, 64, 66, 77, 109]
train episode:110, reward = 0.9784544398490093, state count = 6, state = [28, 64, 66, 77, 109, 151]
train episode:111, reward = 0.9693089178994556, state count = 6, state = [10, 28, 57, 64, 66, 77]
train episode:112, reward = 0.9859727103899478, state count = 6, state = [28, 64, 66, 77, 109, 171]
train episode:113, reward = 0.9365844842045254, state count = 6, state = [28, 64, 66, 72, 77, 108]
train episode:114, reward = 0.9621934342228787, state count = 6, state = [28, 50, 64, 66, 99, 180]
train episode:115, reward = 0.9400405966678903, state count = 6, state = [28, 64, 66, 70, 77, 83]
train episode:116, reward = 0.9626032465713337, state count = 6, state = [28, 64, 66, 77, 84, 175]
train episode:117, reward = 0.9747954909877153, state count = 6, state = [28, 64, 66, 73, 87, 92]
train episode:118, reward = 0.9817060651314016, state count = 6, state = [28, 64, 66, 77, 109, 120]
evaluate episode:11.9, reward = 0.9784544398490093, state count = 6, state = [28, 64, 66, 77, 109, 151]
train episode:119, reward = 0.9741849086589667, state count = 6, state = [28, 64, 66, 77, 102, 109]
train episode:120, reward = 0.9428853056093137, state count = 6, state = [28, 64, 66, 77, 82, 104]
train episode:121, reward = 0.9908548886470427, state count = 6, state = [28, 48, 64, 66, 77, 109]
train episode:122, reward = 0.9784544398490093, state count = 6, state = [28, 64, 66, 77, 109, 151]
train episode:123, reward = 0.9939024339863952, state count = 6, state = [28, 38, 64, 66, 77, 109]
train episode:124, reward = 0.9784544398490093, state count = 6, state = [28, 64, 66, 77, 109, 151]
train episode:125, reward = 0.9798772040766515, state count = 6, state = [28, 64, 66, 77, 109, 113]
train episode:126, reward = 0.968697509339519, state count = 6, state = [28, 64, 66, 69, 77, 172]
train episode:127, reward = 0.9981703177520573, state count = 6, state = [25, 28, 64, 66, 77, 109]
train episode:128, reward = 0.9563020095319539, state count = 6, state = [28, 30, 64, 66, 130, 146]
evaluate episode:12.9, reward = 0.9784544398490093, state count = 6, state = [28, 64, 66, 77, 109, 151]
train episode:129, reward = 0.9839434916308323, state count = 6, state = [3, 28, 60, 64, 66, 77]
train episode:130, reward = 0.9583328857914399, state count = 6, state = [28, 64, 66, 77, 96, 178]
train episode:131, reward = 0.9445088398172498, state count = 6, state = [28, 64, 66, 77, 140, 155]
train episode:132, reward = 0.976421919523806, state count = 6, state = [9, 28, 64, 66, 173, 175]
train episode:133, reward = 0.9410547937715201, state count = 6, state = [28, 64, 66, 77, 121, 128]
train episode:134, reward = 0.9308992142709338, state count = 6, state = [16, 24, 28, 64, 130, 141]
train episode:135, reward = 0.9745947176487583, state count = 6, state = [28, 29, 64, 66, 138, 156]
train episode:136, reward = 0.9727654476767436, state count = 6, state = [28, 55, 64, 66, 77, 181]
train episode:137, reward = 0.9384125123107607, state count = 6, state = [28, 64, 66, 77, 115, 129]
train episode:138, reward = 0.9689011702893042, state count = 6, state = [3, 28, 64, 66, 121, 127]
evaluate episode:13.9, reward = 0.9784544398490093, state count = 6, state = [28, 64, 66, 77, 109, 151]
train episode:139, reward = 0.9770337403596706, state count = 6, state = [28, 64, 66, 77, 89, 151]
train episode:140, reward = 0.9784544398490093, state count = 6, state = [28, 64, 66, 77, 109, 151]
train episode:141, reward = 0.9766251715563262, state count = 6, state = [28, 64, 66, 95, 113, 123]
train episode:142, reward = 0.9892276322004326, state count = 6, state = [28, 60, 64, 66, 77, 79]
train episode:143, reward = 0.9798780336665027, state count = 6, state = [28, 64, 66, 77, 109, 155]
train episode:144, reward = 0.9969516317881231, state count = 6, state = [16, 28, 54, 64, 66, 77]
train episode:145, reward = 0.9762186691706173, state count = 6, state = [28, 64, 66, 77, 107, 109]
train episode:146, reward = 0.9788613612279731, state count = 6, state = [28, 64, 66, 77, 109, 157]
train episode:147, reward = 0.9959353682668579, state count = 6, state = [28, 33, 64, 66, 77, 109]
train episode:148, reward = 0.9981707300279853, state count = 6, state = [23, 28, 64, 95, 99, 172]
evaluate episode:14.9, reward = 0.9749995709307552, state count = 6, state = [28, 64, 66, 77, 96, 109]
train episode:149, reward = 0.9943097676412869, state count = 6, state = [28, 64, 66, 68, 77, 147]
train episode:150, reward = 0.9898349129630937, state count = 6, state = [28, 59, 64, 66, 77, 80]
train episode:151, reward = 0.9758113371950573, state count = 6, state = [28, 42, 64, 66, 77, 109]
train episode:152, reward = 0.9365857227116411, state count = 6, state = [28, 64, 66, 77, 131, 140]
train episode:153, reward = 0.9961377957475224, state count = 6, state = [28, 36, 64, 66, 77, 132]
train episode:154, reward = 0.9554881751706847, state count = 6, state = [7, 28, 41, 52, 64, 79]
train episode:155, reward = 0.9491844627964051, state count = 6, state = [1, 28, 64, 66, 77, 151]
train episode:156, reward = 0.9569146616370011, state count = 6, state = [57, 64, 66, 132, 142, 151]
train episode:157, reward = 0.9386161782985407, state count = 6, state = [28, 64, 66, 69, 77, 102]
train episode:158, reward = 0.9414621190297534, state count = 6, state = [28, 64, 66, 77, 123, 140]
evaluate episode:15.9, reward = 0.9363808165374135, state count = 6, state = [28, 64, 66, 77, 96, 140]
train episode:159, reward = 0.984554898511437, state count = 6, state = [28, 64, 66, 77, 91, 166]
train episode:160, reward = 0.9739808270365952, state count = 6, state = [28, 64, 66, 77, 108, 182]
train episode:161, reward = 0.9971540575894557, state count = 6, state = [28, 54, 64, 66, 128, 160]
train episode:162, reward = 0.9924776033411178, state count = 6, state = [25, 28, 35, 64, 65, 122]
train episode:163, reward = 0.9363808165374135, state count = 6, state = [28, 64, 66, 77, 96, 140]
train episode:164, reward = 0.9939036758521743, state count = 6, state = [28, 64, 66, 68, 77, 96]
train episode:165, reward = 0.9369909865902344, state count = 6, state = [4, 28, 64, 66, 77, 100]
train episode:166, reward = 0.9845532477283931, state count = 6, state = [28, 34, 64, 66, 127, 162]
train episode:167, reward = 0.9363808165374135, state count = 6, state = [28, 64, 66, 77, 96, 140]
train episode:168, reward = 0.9758121651055769, state count = 6, state = [28, 64, 66, 120, 122, 151]
evaluate episode:16.9, reward = 0.9359743141517045, state count = 6, state = [28, 64, 66, 77, 96, 138]
train episode:169, reward = 0.9508096578633747, state count = 6, state = [28, 64, 66, 77, 151, 157]
train episode:170, reward = 0.9359743141517045, state count = 6, state = [28, 64, 66, 77, 96, 138]
train episode:171, reward = 0.9463418303486069, state count = 6, state = [28, 44, 64, 66, 77, 96]
train episode:172, reward = 0.9676812458182542, state count = 6, state = [28, 64, 66, 77, 152, 174]
train episode:173, reward = 0.9394316651221853, state count = 6, state = [28, 34, 64, 66, 77, 96]
train episode:174, reward = 0.9871951152338928, state count = 6, state = [28, 62, 64, 66, 77, 174]
train episode:175, reward = 0.9499974742851496, state count = 6, state = [28, 64, 66, 77, 96, 151]
train episode:176, reward = 0.9810975441822929, state count = 6, state = [28, 64, 66, 109, 133, 176]
train episode:177, reward = 0.9851642389744066, state count = 6, state = [16, 28, 58, 64, 66, 125]
train episode:178, reward = 0.9432901538533157, state count = 6, state = [28, 35, 64, 66, 77, 96]
evaluate episode:17.9, reward = 0.9499974742851496, state count = 6, state = [28, 64, 66, 77, 96, 151]
train episode:179, reward = 0.9829255790058553, state count = 6, state = [28, 64, 66, 152, 163, 174]
train episode:180, reward = 0.9764256350451535, state count = 6, state = [28, 64, 66, 77, 97, 118]
train episode:181, reward = 0.9691044273598195, state count = 6, state = [28, 64, 66, 77, 158, 172]
train episode:182, reward = 0.9977625718212376, state count = 6, state = [22, 28, 64, 66, 78, 79]
train episode:183, reward = 0.8648389400004681, state count = 6, state = [28, 64, 85, 90, 94, 137]
train episode:184, reward = 0.971343092366366, state count = 6, state = [28, 64, 66, 77, 91, 96]
train episode:185, reward = 0.9499974742851496, state count = 6, state = [28, 64, 66, 77, 96, 151]
train episode:186, reward = 0.9363808165374135, state count = 6, state = [28, 64, 66, 77, 96, 140]
train episode:187, reward = 0.9737792224284554, state count = 6, state = [28, 64, 66, 77, 88, 133]
train episode:188, reward = 0.9369897464037867, state count = 6, state = [28, 30, 64, 66, 69, 117]
evaluate episode:18.9, reward = 0.9363808165374135, state count = 6, state = [28, 64, 66, 77, 96, 140]
train episode:189, reward = 0.9936995959091345, state count = 6, state = [24, 28, 64, 66, 68, 160]
train episode:190, reward = 0.9595528085831582, state count = 6, state = [28, 64, 66, 77, 96, 142]
train episode:191, reward = 0.9396312016333583, state count = 6, state = [28, 37, 64, 66, 132, 137]
train episode:192, reward = 0.953453595145173, state count = 6, state = [28, 64, 66, 77, 96, 150]
train episode:193, reward = 0.9930894275356454, state count = 6, state = [27, 28, 64, 66, 77, 136]
train episode:194, reward = 0.9774406600593026, state count = 6, state = [28, 60, 64, 66, 77, 117]
train episode:195, reward = 0.9479695007504766, state count = 6, state = [9, 28, 32, 64, 66, 161]
train episode:196, reward = 0.9792662094719748, state count = 6, state = [28, 64, 66, 77, 112, 115]
train episode:197, reward = 0.9981707317073172, state count = 6, state = [26, 28, 29, 64, 66, 172]
train episode:198, reward = 0.9959328895732948, state count = 6, state = [17, 28, 64, 66, 102, 136]
evaluate episode:19.9, reward = 0.9932926795681658, state count = 6, state = [27, 28, 64, 66, 77, 96]
train episode:199, reward = 0.9497979394533085, state count = 6, state = [19, 28, 64, 66, 77, 96]
train episode:200, reward = 0.9516247391284182, state count = 6, state = [8, 28, 64, 66, 147, 155]
train episode:201, reward = 0.9363808165374135, state count = 6, state = [28, 64, 66, 77, 96, 140]
train episode:202, reward = 0.9939036758521743, state count = 6, state = [28, 64, 66, 68, 77, 96]
train episode:203, reward = 0.9861771992502524, state count = 6, state = [28, 29, 64, 66, 111, 142]
train episode:204, reward = 0.9646337004789018, state count = 6, state = [4, 28, 64, 66, 90, 94]
train episode:205, reward = 0.9363804059408171, state count = 6, state = [28, 64, 66, 77, 93, 96]
train episode:206, reward = 0.9766276485705578, state count = 6, state = [28, 55, 64, 66, 98, 109]
train episode:207, reward = 0.9560975139543227, state count = 6, state = [28, 46, 64, 66, 77, 96]
train episode:208, reward = 0.9973568956667164, state count = 6, state = [25, 28, 31, 64, 66, 77]
evaluate episode:20.9, reward = 0.9936991836332064, state count = 6, state = [27, 28, 64, 66, 77, 140]
train episode:209, reward = 0.9758105109638697, state count = 6, state = [28, 51, 64, 66, 140, 182]
train episode:210, reward = 0.9930894275356454, state count = 6, state = [20, 27, 28, 64, 66, 77]
train episode:211, reward = 0.9768280096335872, state count = 6, state = [21, 28, 64, 66, 77, 110]
train episode:212, reward = 0.9475588638501655, state count = 6, state = [28, 64, 66, 70, 77, 181]
train episode:213, reward = 0.949393919119826, state count = 6, state = [19, 28, 52, 64, 66, 126]
train episode:214, reward = 0.9932926795681658, state count = 6, state = [1, 27, 28, 64, 66, 77]
train episode:215, reward = 0.9959328895732948, state count = 6, state = [17, 28, 64, 66, 77, 144]
train episode:216, reward = 0.9936991836332064, state count = 6, state = [27, 28, 64, 66, 77, 140]
train episode:217, reward = 0.9369897497624502, state count = 6, state = [28, 64, 66, 77, 139, 140]
train episode:218, reward = 0.9365836562940058, state count = 6, state = [1, 28, 42, 64, 66, 77]
evaluate episode:21.9, reward = 0.9363808165374135, state count = 6, state = [28, 64, 66, 77, 96, 140]
train episode:219, reward = 0.9355669838554761, state count = 6, state = [28, 64, 66, 77, 116, 140]
train episode:220, reward = 0.9851625865120311, state count = 6, state = [6, 28, 58, 64, 66, 123]
train episode:221, reward = 0.9747975574053507, state count = 6, state = [28, 64, 66, 77, 113, 140]
train episode:222, reward = 0.9930890119010541, state count = 6, state = [3, 28, 44, 48, 64, 66]
train episode:223, reward = 0.9941052754223192, state count = 6, state = [7, 27, 28, 64, 66, 128]
train episode:224, reward = 0.9369893358071902, state count = 6, state = [28, 64, 66, 77, 117, 140]
train episode:225, reward = 0.9934959316006863, state count = 6, state = [27, 28, 64, 66, 83, 122]
train episode:226, reward = 0.9373974940139382, state count = 6, state = [13, 28, 64, 66, 77, 140]
train episode:227, reward = 0.9735747318888193, state count = 6, state = [28, 58, 64, 66, 77, 140]
train episode:228, reward = 0.9936991836332064, state count = 6, state = [27, 28, 64, 66, 77, 140]
evaluate episode:22.9, reward = 0.9363808165374135, state count = 6, state = [28, 64, 66, 77, 96, 140]
train episode:229, reward = 0.9977642276422765, state count = 6, state = [26, 28, 31, 64, 66, 137]
train episode:230, reward = 0.9792666217479029, state count = 6, state = [3, 28, 64, 66, 120, 128]
train episode:231, reward = 0.9936991836332064, state count = 6, state = [27, 28, 64, 66, 77, 140]
train episode:232, reward = 0.9973577235772358, state count = 6, state = [18, 28, 48, 54, 64, 102]
train episode:233, reward = 0.9384145787283961, state count = 6, state = [28, 50, 64, 66, 77, 118]
train episode:234, reward = 0.9745938897382389, state count = 6, state = [28, 64, 66, 77, 109, 140]
train episode:235, reward = 0.9780475235080406, state count = 6, state = [28, 64, 66, 77, 144, 165]
train episode:236, reward = 0.9819093171639219, state count = 6, state = [28, 64, 66, 77, 137, 164]
train episode:237, reward = 0.9967479674796748, state count = 6, state = [28, 40, 64, 66, 77, 140]
train episode:238, reward = 0.960364169288859, state count = 6, state = [28, 64, 66, 77, 140, 180]
evaluate episode:23.9, reward = 0.9936991836332064, state count = 6, state = [27, 28, 64, 66, 77, 140]
train episode:239, reward = 0.9748008539334432, state count = 6, state = [1, 28, 46, 58, 64, 66]
train episode:240, reward = 0.9934971717871337, state count = 6, state = [28, 64, 66, 68, 77, 140]
train episode:241, reward = 0.9689048908486466, state count = 6, state = [28, 64, 66, 77, 87, 140]
train episode:242, reward = 0.9760191309801127, state count = 6, state = [28, 64, 66, 77, 97, 140]
train episode:243, reward = 0.9975609756097562, state count = 6, state = [28, 54, 64, 66, 77, 181]
train episode:244, reward = 0.9359734862411851, state count = 6, state = [28, 64, 66, 77, 93, 98]
train episode:245, reward = 0.9756109794906915, state count = 6, state = [28, 64, 65, 66, 77, 170]
train episode:246, reward = 0.9495901423095896, state count = 6, state = [28, 64, 66, 77, 140, 151]
train episode:247, reward = 0.9461344421221526, state count = 6, state = [28, 64, 66, 85, 96, 154]
train episode:248, reward = 0.9394287775113576, state count = 6, state = [28, 64, 66, 77, 125, 140]
evaluate episode:24.9, reward = 0.939431666801517, state count = 6, state = [28, 50, 64, 66, 77, 140]
train episode:249, reward = 0.9936983590813504, state count = 6, state = [28, 64, 66, 76, 77, 111]
train episode:250, reward = 0.9365848948011216, state count = 6, state = [28, 64, 66, 77, 100, 140]
train episode:251, reward = 0.9597585443472368, state count = 6, state = [19, 28, 64, 66, 77, 144]
train episode:252, reward = 0.9932926778888342, state count = 6, state = [28, 38, 45, 64, 66, 142]
train episode:253, reward = 0.9798784476217623, state count = 6, state = [28, 64, 66, 77, 165, 178]
train episode:254, reward = 0.939431666801517, state count = 6, state = [28, 50, 64, 66, 77, 140]
train episode:255, reward = 0.939431666801517, state count = 6, state = [28, 50, 64, 66, 77, 140]
train episode:256, reward = 0.9985772357723578, state count = 6, state = [26, 28, 64, 66, 67, 77]
train episode:257, reward = 0.9388214950693646, state count = 6, state = [15, 28, 64, 66, 70, 77]
train episode:258, reward = 0.9965447137678227, state count = 6, state = [28, 33, 64, 66, 77, 140]
evaluate episode:25.9, reward = 0.9363808165374135, state count = 6, state = [28, 64, 66, 77, 96, 140]
train episode:259, reward = 0.9701215103949454, state count = 6, state = [28, 64, 66, 77, 173, 178]
train episode:260, reward = 0.9349580523097712, state count = 6, state = [28, 64, 66, 77, 101, 140]
train episode:261, reward = 0.9373974940139382, state count = 6, state = [28, 64, 66, 77, 86, 140]
train episode:262, reward = 0.9869910319321897, state count = 6, state = [28, 31, 45, 64, 66, 77]
train episode:263, reward = 0.9613833187416203, state count = 6, state = [28, 64, 66, 77, 136, 175]
train episode:264, reward = 0.960772332533602, state count = 6, state = [28, 57, 64, 78, 106, 168]
train episode:265, reward = 0.9540687192264569, state count = 6, state = [28, 64, 66, 77, 153, 159]
train episode:266, reward = 0.9648369575494172, state count = 6, state = [28, 63, 64, 66, 145, 181]
train episode:267, reward = 0.9959328895732948, state count = 6, state = [25, 28, 64, 66, 77, 159]
train episode:268, reward = 0.9373974940139382, state count = 6, state = [13, 28, 64, 66, 77, 140]
evaluate episode:26.9, reward = 0.9495901423095896, state count = 6, state = [28, 64, 66, 77, 140, 151]
train episode:269, reward = 0.9813007995734768, state count = 6, state = [28, 64, 66, 77, 87, 113]
train episode:270, reward = 0.9749995675720916, state count = 6, state = [28, 64, 66, 77, 109, 111]
train episode:271, reward = 0.940038530250255, state count = 6, state = [28, 30, 64, 66, 77, 103]
train episode:272, reward = 0.9382100865094282, state count = 6, state = [28, 30, 64, 66, 77, 140]
